analysis_type,roi_index,roi_label,comparison,coefficient,p_value,p_value_fdr,cohens_d,mean_difference,change_difference,active_change_mean,sham_change_mean,p_value_active_vs_zero,p_value_sham_vs_zero
standard,672,Calcarine sulcus mid-posterior LH,baseline,drift_0,0.20372225408508382,1.0,-0.459388286016533,-0.008000787180977964,,,,,
standard,672,Calcarine sulcus mid-posterior LH,baseline,drift_1,0.8853152416893331,0.9918630278882681,-0.051430313646432885,-0.0005159177275733335,,,,,
standard,672,Calcarine sulcus mid-posterior LH,baseline,diffusion,0.10591507719583725,0.9950187068673151,0.5893865339451877,0.022330640686589978,,,,,
standard,672,Calcarine sulcus mid-posterior LH,stimulation,drift_0,0.22317511340543406,1.0,0.4397786039382889,0.007836579359023106,,,,,
standard,672,Calcarine sulcus mid-posterior LH,stimulation,drift_1,0.4241624446233305,0.9525051388032686,-0.2864760319132016,-0.0054467217732044,,,,,
standard,672,Calcarine sulcus mid-posterior LH,stimulation,diffusion,0.06744831747483113,1.0,-0.6708035554522807,-0.026134210084741635,,,,,
standard,672,Calcarine sulcus mid-posterior LH,recovery,drift_0,0.7392812993398217,1.0,-0.11875999776601161,-0.001576679441273772,,,,,
standard,672,Calcarine sulcus mid-posterior LH,recovery,drift_1,0.5569805614402911,0.9867614098872977,-0.21000246486641946,-0.002867384655078945,,,,,
standard,672,Calcarine sulcus mid-posterior LH,recovery,diffusion,0.23355766416623244,1.0,0.42983543207059827,0.012828946026349361,,,,,
standard,673,Pars opercularis lateral LH,baseline,drift_0,0.31108015607583195,1.0,-0.36428473804943845,-0.0042413843350294946,,,,,
standard,673,Pars opercularis lateral LH,baseline,drift_1,0.8600679980101292,0.988450763145199,0.06286505343592137,0.0007517985255091125,,,,,
standard,673,Pars opercularis lateral LH,baseline,diffusion,0.300377944595583,1.0,0.3725826643293951,0.01134154604661844,,,,,
standard,673,Pars opercularis lateral LH,stimulation,drift_0,0.6942656215690841,1.0,0.14031813342011257,0.0020881626928714384,,,,,
standard,673,Pars opercularis lateral LH,stimulation,drift_1,0.26155923363968003,0.9267704333807348,0.40456099383823513,0.00469999027900493,,,,,
standard,673,Pars opercularis lateral LH,stimulation,diffusion,0.6242652819053571,1.0,-0.17497900090728755,-0.015541953154104046,,,,,
standard,673,Pars opercularis lateral LH,recovery,drift_0,0.3910734968908949,1.0,0.3076802656311364,0.004823366762957915,,,,,
standard,673,Pars opercularis lateral LH,recovery,drift_1,0.7883203933756583,1.0,-0.09577891059021891,-0.000942460987051062,,,,,
standard,673,Pars opercularis lateral LH,recovery,diffusion,0.06452114197858023,1.0,-0.6785254832119321,-0.026167640529382835,,,,,
standard,674,Dorsolateral prefrontal cortex LH,baseline,drift_0,0.1997838821456658,1.0,-0.46353059970743804,-0.005584597831297888,,,,,
standard,674,Dorsolateral prefrontal cortex LH,baseline,drift_1,0.7454325901976551,0.9811349259156796,0.11585090926148472,0.0014264569153970875,,,,,
standard,674,Dorsolateral prefrontal cortex LH,baseline,diffusion,0.6619464791724043,0.9697184473140802,-0.1561286653894925,-0.004928116099545424,,,,,
standard,674,Dorsolateral prefrontal cortex LH,stimulation,drift_0,0.345895970251075,0.9572904690191913,0.338578828279068,0.005315914228466133,,,,,
standard,674,Dorsolateral prefrontal cortex LH,stimulation,drift_1,0.171734291924769,0.9354038028242737,-0.4950179096767934,-0.0057914611074727056,,,,,
standard,674,Dorsolateral prefrontal cortex LH,stimulation,diffusion,0.5108044298569172,1.0,-0.23529595660928404,-0.007551134884119237,,,,,
standard,674,Dorsolateral prefrontal cortex LH,recovery,drift_0,0.32716433644146925,1.0,0.35217767488257684,0.004201162446594804,,,,,
standard,674,Dorsolateral prefrontal cortex LH,recovery,drift_1,0.9871029125131745,1.0,-0.00576295083279625,-5.515722494584354e-05,,,,,
standard,674,Dorsolateral prefrontal cortex LH,recovery,diffusion,0.08075328468208633,1.0,-0.6389784217805511,-0.017564467173943124,,,,,
standard,675,Precuneus posterior,baseline,drift_0,0.6740641987124774,1.0,0.1501647821297253,0.0019327824439503843,,,,,
standard,675,Precuneus posterior,baseline,drift_1,0.12192271418676487,0.9830618844665135,-0.5627716498012219,-0.005278760099866551,,,,,
standard,675,Precuneus posterior,baseline,diffusion,0.8258945966640595,0.9833907755627871,-0.07845385656577535,-0.002799106474126248,,,,,
standard,675,Precuneus posterior,stimulation,drift_0,0.9823227594429125,0.9969261701382977,0.007899238078479294,9.679308023417127e-05,,,,,
standard,675,Precuneus posterior,stimulation,drift_1,0.991744525949869,0.9966107895708202,-0.003688786798087018,-4.776622890669338e-05,,,,,
standard,675,Precuneus posterior,stimulation,diffusion,0.11563578440658012,1.0,0.5728588301443416,0.01623830701357455,,,,,
standard,675,Precuneus posterior,recovery,drift_0,0.22950860869530895,1.0,0.43367302835350613,0.0057115175166470925,,,,,
standard,675,Precuneus posterior,recovery,drift_1,0.8448349493038393,1.0,0.0697964452869412,0.0006699089570329476,,,,,
standard,675,Precuneus posterior,recovery,diffusion,0.920275735898372,1.0,0.03568496431241054,0.0013939687651397942,,,,,
standard,676,Lingual gyrus middle RH,baseline,drift_0,0.1295500306245734,1.0,0.5510919351165486,0.006109950349782407,,,,,
standard,676,Lingual gyrus middle RH,baseline,drift_1,0.2620014922154805,0.9685542528110183,0.4041780694215248,0.0034884684124997997,,,,,
standard,676,Lingual gyrus middle RH,baseline,diffusion,0.9516919816944713,0.995436761241204,-0.02159890227486465,-0.0010867765044805522,,,,,
standard,676,Lingual gyrus middle RH,stimulation,drift_0,0.661298103436382,1.0,-0.1564490451450551,-0.002869630237330896,,,,,
standard,676,Lingual gyrus middle RH,stimulation,drift_1,0.8780169886968316,0.9847638515066326,-0.05472952096292611,-0.000650955873725087,,,,,
standard,676,Lingual gyrus middle RH,stimulation,diffusion,0.7148062448769847,1.0,0.13041953827350383,0.005199926458166748,,,,,
standard,676,Lingual gyrus middle RH,recovery,drift_0,0.5579757060851522,1.0,-0.20946971367400707,-0.0026922710504593134,,,,,
standard,676,Lingual gyrus middle RH,recovery,drift_1,0.597988213693905,0.9940583292574005,-0.18842946527384727,-0.0018943528576448208,,,,,
standard,676,Lingual gyrus middle RH,recovery,diffusion,0.742010350199428,1.0,0.11746835648454573,0.004626639287233364,,,,,
standard,677,Amygdala posterior,baseline,drift_0,0.28434563157598397,1.0,-0.38541045360873355,-0.005710391717110824,,,,,
standard,677,Amygdala posterior,baseline,drift_1,0.5678716041298837,0.9740377263467351,0.20419801488926623,0.0037570346845579193,,,,,
standard,677,Amygdala posterior,baseline,diffusion,0.1519269057930143,1.0,0.5197832631877275,0.014106099006482395,,,,,
standard,677,Amygdala posterior,stimulation,drift_0,0.57265501863583,0.9872032644496463,0.20166642541527457,0.0027710451813567558,,,,,
standard,677,Amygdala posterior,stimulation,drift_1,0.7123647806529829,0.9831017997151678,0.13159044265863998,0.002242149889809455,,,,,
standard,677,Amygdala posterior,stimulation,diffusion,0.3630515667898361,1.0,-0.32655053686444097,-0.011945428623505311,,,,,
standard,677,Amygdala posterior,recovery,drift_0,0.20120957325423167,1.0,0.4620239167087922,0.005599447518505232,,,,,
standard,677,Amygdala posterior,recovery,drift_1,0.3292683583558964,1.0,0.3506243080350518,0.004662230959102414,,,,,
standard,677,Amygdala posterior,recovery,diffusion,0.5452543749504821,1.0,-0.21631737356382608,-0.0061679845405645806,,,,,
standard,678,Insula superior LH,baseline,drift_0,0.4551024516761739,1.0,-0.2675513014689167,-0.003934017298022209,,,,,
standard,678,Insula superior LH,baseline,drift_1,0.2027296266207451,1.0,-0.4604264950749419,-0.008105602485960883,,,,,
standard,678,Insula superior LH,baseline,diffusion,0.09963926094650238,1.0,0.600740976799524,0.019495435930304755,,,,,
standard,678,Insula superior LH,stimulation,drift_0,0.7913337877074872,1.0,-0.0943812617753369,-0.001609929987066716,,,,,
standard,678,Insula superior LH,stimulation,drift_1,0.827177352808004,0.9837742268006923,0.07786604956476853,0.0008272883548093065,,,,,
standard,678,Insula superior LH,stimulation,diffusion,0.7223108130540384,1.0,-0.12682954378366745,-0.003804010132302013,,,,,
standard,678,Insula superior LH,recovery,drift_0,0.12080675448936912,1.0,-0.564530419165622,-0.00788400019751262,,,,,
standard,678,Insula superior LH,recovery,drift_1,0.7235543499024438,1.0,0.1262359748237762,0.0014046900333859816,,,,,
standard,678,Insula superior LH,recovery,diffusion,0.2725571249921157,1.0,0.39517433028853205,0.016934682575259347,,,,,
standard,679,Parietal operculum medial RH,baseline,drift_0,0.3319282963540865,1.0,-0.3486701562305371,-0.005584207472638783,,,,,
standard,679,Parietal operculum medial RH,baseline,drift_1,0.47266068104033354,1.0,0.2571508408348209,0.004220463753194148,,,,,
standard,679,Parietal operculum medial RH,baseline,diffusion,0.5976459931980425,0.956233589116868,0.18860644948990593,0.009694019160964837,,,,,
standard,679,Parietal operculum medial RH,stimulation,drift_0,0.9749831881556423,0.9944051640153165,-0.011179957244804764,-0.0001744122092843109,,,,,
standard,679,Parietal operculum medial RH,stimulation,drift_1,0.5580125944438539,0.9750936803933555,-0.2094499748142482,-0.002578671166942919,,,,,
standard,679,Parietal operculum medial RH,stimulation,diffusion,0.5425555199101878,1.0,-0.21778074063960703,-0.007086007798311839,,,,,
standard,679,Parietal operculum medial RH,recovery,drift_0,0.1471296012907412,1.0,-0.5261659738923797,-0.006695934670753814,,,,,
standard,679,Parietal operculum medial RH,recovery,drift_1,0.22500665244530582,1.0,-0.4379997623910236,-0.005840148595757157,,,,,
standard,679,Parietal operculum medial RH,recovery,diffusion,0.5109579902170392,1.0,0.23520985058337565,0.014579640923781417,,,,,
standard,680,Precuneus posterior LH,baseline,drift_0,0.5032744023890316,1.0,-0.23953590616350218,-0.0031152375992916995,,,,,
standard,680,Precuneus posterior LH,baseline,drift_1,0.8674042209375923,0.9902139601338846,-0.0595359472226351,-0.0005879477884534186,,,,,
standard,680,Precuneus posterior LH,baseline,diffusion,0.6711824445110701,0.9693805686591478,0.15157903593341646,0.007944513024990454,,,,,
standard,680,Precuneus posterior LH,stimulation,drift_0,0.07897311238135656,0.9513937303354013,-0.6429633235220321,-0.008448255768750905,,,,,
standard,680,Precuneus posterior LH,stimulation,drift_1,0.8418641158765545,0.985221548180105,0.0711513896951993,0.0007212875903516436,,,,,
standard,680,Precuneus posterior LH,stimulation,diffusion,0.5425795260005701,1.0,0.2177677073528646,0.006473814272260056,,,,,
standard,680,Precuneus posterior LH,recovery,drift_0,0.7704678139560099,1.0,-0.10409171511261026,-0.001871272456014858,,,,,
standard,680,Precuneus posterior LH,recovery,drift_1,0.4510179613274461,1.0,-0.2700044166155879,-0.0031397099072641033,,,,,
standard,680,Precuneus posterior LH,recovery,diffusion,0.8566881136155818,1.0,0.06440073162338351,0.0028458849413877524,,,,,
standard,681,Optic chiasm anterior,baseline,drift_0,0.03915861001934603,1.0,0.7625455979324841,0.010650711039392607,,,,,
standard,681,Optic chiasm anterior,baseline,drift_1,0.053885228860285954,0.935228378863268,-0.7094209356104147,-0.008067227246471794,,,,,
standard,681,Optic chiasm anterior,baseline,diffusion,0.17889707439214073,1.0,-0.4866170865222336,-0.020442679224076735,,,,,
standard,681,Optic chiasm anterior,stimulation,drift_0,0.7564833288605435,1.0,-0.11064482604612624,-0.0021940236573435856,,,,,
standard,681,Optic chiasm anterior,stimulation,drift_1,0.6667321585588752,0.9670449438587653,-0.1537679783914555,-0.0020779869324980384,,,,,
standard,681,Optic chiasm anterior,stimulation,diffusion,0.29556679236428224,1.0,-0.3763804056441375,-0.014846452350820105,,,,,
standard,681,Optic chiasm anterior,recovery,drift_0,0.1641258720574188,1.0,0.504248800065323,0.0070089348324964,,,,,
standard,681,Optic chiasm anterior,recovery,drift_1,0.722859141247078,1.0,0.1265677687922224,0.0012838555041419695,,,,,
standard,681,Optic chiasm anterior,recovery,diffusion,0.3934969835230513,1.0,-0.30608972698246356,-0.013769576039663334,,,,,
standard,682,Anterior orbital gyrus RH,baseline,drift_0,0.47201842714216014,1.0,0.2575272665047464,0.0029585805552587094,,,,,
standard,682,Anterior orbital gyrus RH,baseline,drift_1,0.9078649909562392,0.988993351850201,0.04126442964548628,0.0004208314687951815,,,,,
standard,682,Anterior orbital gyrus RH,baseline,diffusion,0.2318550346585448,1.0,-0.43144304743368317,-0.013020579606226268,,,,,
standard,682,Anterior orbital gyrus RH,stimulation,drift_0,0.04770026824558854,0.8880922669724121,0.7299422740740948,0.011942584358155421,,,,,
standard,682,Anterior orbital gyrus RH,stimulation,drift_1,0.10244672276164732,1.0,-0.5955898426477875,-0.006749470089458075,,,,,
standard,682,Anterior orbital gyrus RH,stimulation,diffusion,0.31679027697905543,1.0,-0.35993826933257855,-0.011164287716916854,,,,,
standard,682,Anterior orbital gyrus RH,recovery,drift_0,0.6384666761406013,1.0,-0.1678175767069023,-0.002589680757644826,,,,,
standard,682,Anterior orbital gyrus RH,recovery,drift_1,0.2922770835224111,1.0,0.3790022706217041,0.005746224839365474,,,,,
standard,682,Anterior orbital gyrus RH,recovery,diffusion,0.15289710274051377,1.0,0.5185121071375001,0.01984694569578052,,,,,
standard,683,Anterior corona radiata superior LH,baseline,drift_0,0.8676888942751013,1.0,0.059406876975982355,0.0009503764315820645,,,,,
standard,683,Anterior corona radiata superior LH,baseline,drift_1,0.9168982705735327,0.9946015138424761,0.03720239317127347,0.000658885495323518,,,,,
standard,683,Anterior corona radiata superior LH,baseline,diffusion,0.057408256138464404,1.0,-0.6986396730033679,-0.032913361661862664,,,,,
standard,683,Anterior corona radiata superior LH,stimulation,drift_0,0.13560613752704348,1.0,-0.5422115583126704,-0.009890377134167495,,,,,
standard,683,Anterior corona radiata superior LH,stimulation,drift_1,0.1768678451032963,0.9384076341231887,-0.48896989653236334,-0.007063664738661201,,,,,
standard,683,Anterior corona radiata superior LH,stimulation,diffusion,0.9822070161137485,0.9997812967201575,0.007950968034609093,0.0003251584996952772,,,,,
standard,683,Anterior corona radiata superior LH,recovery,drift_0,0.9471115395348257,1.0,0.02364987648973557,0.000430797543179387,,,,,
standard,683,Anterior corona radiata superior LH,recovery,drift_1,0.4434078236406417,1.0,-0.27461054486019765,-0.0037812506772608436,,,,,
standard,683,Anterior corona radiata superior LH,recovery,diffusion,0.48731268809669015,1.0,0.24864191655609663,0.01103038749647614,,,,,
standard,684,Cerebrospinal fluid (between postcentral gyrus and skull),baseline,drift_0,0.5424847666274037,1.0,-0.21781915547446495,-0.0031624253564315197,,,,,
standard,684,Cerebrospinal fluid (between postcentral gyrus and skull),baseline,drift_1,0.5715676450992834,0.9706223359563286,0.20224097821444045,0.002752362948219181,,,,,
standard,684,Cerebrospinal fluid (between postcentral gyrus and skull),baseline,diffusion,0.8290495914587312,0.9825772935807185,-0.07700851745848585,-0.005097600337852837,,,,,
standard,684,Cerebrospinal fluid (between postcentral gyrus and skull),stimulation,drift_0,0.03742854126430935,0.9125434822536375,-0.7699125852624502,-0.012224373922250467,,,,,
standard,684,Cerebrospinal fluid (between postcentral gyrus and skull),stimulation,drift_1,0.41257362268267794,0.9579940807869891,-0.2937807627784821,-0.005022406293815133,,,,,
standard,684,Cerebrospinal fluid (between postcentral gyrus and skull),stimulation,diffusion,0.612009767704395,1.0,0.1812187668566839,0.00685602620672128,,,,,
standard,684,Cerebrospinal fluid (between postcentral gyrus and skull),recovery,drift_0,0.050142103554861595,1.0,0.7215753869913253,0.009037837681987376,,,,,
standard,684,Cerebrospinal fluid (between postcentral gyrus and skull),recovery,drift_1,0.8160768358454293,0.9948365236972853,0.08296027040781512,0.001201500080001531,,,,,
standard,684,Cerebrospinal fluid (between postcentral gyrus and skull),recovery,diffusion,0.6691256096317131,1.0,-0.15258997544380656,-0.007962678161113332,,,,,
standard,685,Intraparietal sulcus posterior LH,baseline,drift_0,0.3515726486589268,1.0,-0.3345557387187248,-0.00489235724930509,,,,,
standard,685,Intraparietal sulcus posterior LH,baseline,drift_1,0.7921942139801564,0.983281060746279,0.09398246551797595,0.0009998851378480497,,,,,
standard,685,Intraparietal sulcus posterior LH,baseline,diffusion,0.054208504732261714,1.0,0.7084063205750742,0.024027896090469514,,,,,
standard,685,Intraparietal sulcus posterior LH,stimulation,drift_0,0.3400236472229169,0.9698724645021362,-0.3427873590315431,-0.005163923504812311,,,,,
standard,685,Intraparietal sulcus posterior LH,stimulation,drift_1,0.6604593029552235,0.9717102388306736,0.15686371466423948,0.0020748796843090313,,,,,
standard,685,Intraparietal sulcus posterior LH,stimulation,diffusion,0.5410353154806156,1.0,-0.21860670014515032,-0.007850403388193233,,,,,
standard,685,Intraparietal sulcus posterior LH,recovery,drift_0,0.64243573002518,1.0,0.16582876574656732,0.001638426919679234,,,,,
standard,685,Intraparietal sulcus posterior LH,recovery,drift_1,0.4393810931900102,1.0,-0.2770669594965854,-0.0033237658870142817,,,,,
standard,685,Intraparietal sulcus posterior LH,recovery,diffusion,0.6364433592302678,1.0,0.16883351477062014,0.006201216214034591,,,,,
standard,686,Cerebrospinal fluid (between middle frontal gyrus anterior and skull LH),baseline,drift_0,0.8985513241480936,1.0,-0.045458454280935826,-0.0008668405062389958,,,,,
standard,686,Cerebrospinal fluid (between middle frontal gyrus anterior and skull LH),baseline,drift_1,0.8718943019521831,0.990920938067742,0.05750109682637477,0.0007774669745996253,,,,,
standard,686,Cerebrospinal fluid (between middle frontal gyrus anterior and skull LH),baseline,diffusion,0.32629849784708287,1.0,0.3528188887184056,0.021510666026921588,,,,,
standard,686,Cerebrospinal fluid (between middle frontal gyrus anterior and skull LH),stimulation,drift_0,0.26212074445432393,0.9484510329372003,0.40407489659373635,0.007819111408451034,,,,,
standard,686,Cerebrospinal fluid (between middle frontal gyrus anterior and skull LH),stimulation,drift_1,0.6288493257836845,0.98012436773591,0.1726594680417943,0.0023261734625122676,,,,,
standard,686,Cerebrospinal fluid (between middle frontal gyrus anterior and skull LH),stimulation,diffusion,0.09386985251158905,1.0,-0.611720790492423,-0.031017976351872895,,,,,
standard,686,Cerebrospinal fluid (between middle frontal gyrus anterior and skull LH),recovery,drift_0,0.319895217591735,1.0,0.3575974770039837,0.00862974998359222,,,,,
standard,686,Cerebrospinal fluid (between middle frontal gyrus anterior and skull LH),recovery,drift_1,0.7350765812184556,1.0,0.12075326791609665,0.0012803709660172819,,,,,
standard,686,Cerebrospinal fluid (between middle frontal gyrus anterior and skull LH),recovery,diffusion,0.5535838883584661,1.0,-0.2118245595989699,-0.011959664142074791,,,,,
standard,687,Third ventricle posterior,baseline,drift_0,0.460738029909601,1.0,0.2641878908834953,0.005039675852791796,,,,,
standard,687,Third ventricle posterior,baseline,drift_1,0.46104647061907,1.0,-0.26400450902454087,-0.003042355378321806,,,,,
standard,687,Third ventricle posterior,baseline,diffusion,0.4215492929223673,1.0,-0.28811229695072776,-0.011882601164121029,,,,,
standard,687,Third ventricle posterior,stimulation,drift_0,0.17954129342432368,1.0,-0.48587450381794356,-0.009389979705796483,,,,,
standard,687,Third ventricle posterior,stimulation,drift_1,0.45193412618043105,0.9581377747593404,0.26945303141490295,0.003400526457253732,,,,,
standard,687,Third ventricle posterior,stimulation,diffusion,0.1995342930186639,1.0,0.4637952153448085,0.023936068054441317,,,,,
standard,687,Third ventricle posterior,recovery,drift_0,0.3630618377406295,1.0,-0.32654344944491726,-0.004708981082212724,,,,,
standard,687,Third ventricle posterior,recovery,drift_1,0.6705368555236425,1.0,-0.15189620711308102,-0.002104025110020724,,,,,
standard,687,Third ventricle posterior,recovery,diffusion,0.20651087515458483,1.0,0.456492153203087,0.04023383518363102,,,,,
standard,688,Middle temporal gyrus mid-anterior LH,baseline,drift_0,0.5535243549831752,1.0,-0.21185654653460947,-0.003106141894856841,,,,,
standard,688,Middle temporal gyrus mid-anterior LH,baseline,drift_1,0.5340101190417365,0.9730006439479326,0.22243960193353673,0.002337048732591613,,,,,
standard,688,Middle temporal gyrus mid-anterior LH,baseline,diffusion,0.9097168700649416,0.9941836445533621,0.04043124617646627,0.0013083828752577242,,,,,
standard,688,Middle temporal gyrus mid-anterior LH,stimulation,drift_0,0.9613825414873698,0.9933962890848301,-0.017262168545074206,-0.0002460360757837593,,,,,
standard,688,Middle temporal gyrus mid-anterior LH,stimulation,drift_1,0.1592320456983877,0.9317349416865657,-0.5103666368217233,-0.0037408306525511057,,,,,
standard,688,Middle temporal gyrus mid-anterior LH,stimulation,diffusion,0.7181203770221372,1.0,0.1288324584289189,0.0061255798409369094,,,,,
standard,688,Middle temporal gyrus mid-anterior LH,recovery,drift_0,0.7513039096028898,1.0,-0.11308174142800961,-0.001404812740145485,,,,,
standard,688,Middle temporal gyrus mid-anterior LH,recovery,drift_1,0.5787330515983783,0.9910077672855173,0.1984648246751292,0.00241666713370378,,,,,
standard,688,Middle temporal gyrus mid-anterior LH,recovery,diffusion,0.15358277347293584,1.0,-0.5176176211361437,-0.018357753038379943,,,,,
standard,689,Cerebellum superior posterior fissure central,baseline,drift_0,0.27671676477736856,1.0,0.3916952087994828,0.006827309049650135,,,,,
standard,689,Cerebellum superior posterior fissure central,baseline,drift_1,0.42215871050611053,1.0,-0.28773014383838125,-0.002574643633440757,,,,,
standard,689,Cerebellum superior posterior fissure central,baseline,diffusion,0.7579412127849781,0.9725962429722024,-0.10995987247342218,-0.004742571252706718,,,,,
standard,689,Cerebellum superior posterior fissure central,stimulation,drift_0,0.954343095175496,0.9951602132990915,-0.02041216679396604,-0.00032928432848418343,,,,,
standard,689,Cerebellum superior posterior fissure central,stimulation,drift_1,0.775428049468015,0.9876098540488152,0.10177629794518392,0.001388500213270894,,,,,
standard,689,Cerebellum superior posterior fissure central,stimulation,diffusion,0.8220021253959839,1.0,-0.08023891057649686,-0.0036717618054237094,,,,,
standard,689,Cerebellum superior posterior fissure central,recovery,drift_0,0.3652556817895868,1.0,0.3250326074508787,0.005253347646059114,,,,,
standard,689,Cerebellum superior posterior fissure central,recovery,drift_1,0.9381802521150602,1.0,-0.027651450251077514,-0.00031764067451742293,,,,,
standard,689,Cerebellum superior posterior fissure central,recovery,diffusion,0.6535913553392672,1.0,-0.1602673649204641,-0.0050185404600600475,,,,,
standard,690,Inferior temporal sulcus posterior LH,baseline,drift_0,0.145603470982987,1.0,-0.5282314656608712,-0.007841021913720013,,,,,
standard,690,Inferior temporal sulcus posterior LH,baseline,drift_1,0.8040621130617703,0.9848799088220728,-0.08849416482653755,-0.0011281566111424912,,,,,
standard,690,Inferior temporal sulcus posterior LH,baseline,diffusion,0.16457165475843574,1.0,0.5036987370753108,0.032723417772383565,,,,,
standard,690,Inferior temporal sulcus posterior LH,stimulation,drift_0,0.07911381778082349,0.9420063884600378,0.6426455788342831,0.007465907548183749,,,,,
standard,690,Inferior temporal sulcus posterior LH,stimulation,drift_1,0.49816689335617836,0.9643154986705608,-0.2424318525672776,-0.002942674505835406,,,,,
standard,690,Inferior temporal sulcus posterior LH,stimulation,diffusion,0.09353527318414727,1.0,-0.6123747792459746,-0.018989330457027553,,,,,
standard,690,Inferior temporal sulcus posterior LH,recovery,drift_0,0.5094669276887815,1.0,-0.2360465374151938,-0.0032214964883564567,,,,,
standard,690,Inferior temporal sulcus posterior LH,recovery,drift_1,0.36762426496910305,1.0,0.32340809568698237,0.00297400550976315,,,,,
standard,690,Inferior temporal sulcus posterior LH,recovery,diffusion,0.2688691255519184,1.0,-0.39829103513738223,-0.013276233621457398,,,,,
standard,691,Fusiform gyrus middle RH,baseline,drift_0,0.8316036015656726,0.9959790502961974,0.0758394691438725,0.001323696743281956,,,,,
standard,691,Fusiform gyrus middle RH,baseline,drift_1,0.5800593550136153,0.9658224057462472,0.19776841059092765,0.0025955829043518004,,,,,
standard,691,Fusiform gyrus middle RH,baseline,diffusion,0.8339961976880768,0.98388491524492,-0.0747450807575202,-0.004216744442285286,,,,,
standard,691,Fusiform gyrus middle RH,stimulation,drift_0,0.2884769470390389,0.9467961338717175,-0.38205699816687894,-0.006441784129999614,,,,,
standard,691,Fusiform gyrus middle RH,stimulation,drift_1,0.5047508612073404,0.9661025829463861,-0.23870180417911033,-0.002601034903043113,,,,,
standard,691,Fusiform gyrus middle RH,stimulation,diffusion,0.6605508930151471,1.0,0.15681842542514288,0.004529076968776413,,,,,
standard,691,Fusiform gyrus middle RH,recovery,drift_0,0.06031076878578637,1.0,-0.6901832991829079,-0.009102353704307863,,,,,
standard,691,Fusiform gyrus middle RH,recovery,drift_1,0.27930757792314637,1.0,-0.3895471496636975,-0.0041188777235271305,,,,,
standard,691,Fusiform gyrus middle RH,recovery,diffusion,0.5469896398944063,1.0,-0.2153784774549552,-0.010066003128771386,,,,,
standard,692,Lateral orbital gyrus anterior,baseline,drift_0,0.3032082214166459,1.0,-0.3703684265123426,-0.004896885791460359,,,,,
standard,692,Lateral orbital gyrus anterior,baseline,drift_1,0.7326608123403694,0.975610756614484,0.12190026202389141,0.0016996031899024614,,,,,
standard,692,Lateral orbital gyrus anterior,baseline,diffusion,0.5642139516593223,0.9581344718062124,0.20614104016604104,0.007218053573841518,,,,,
standard,692,Lateral orbital gyrus anterior,stimulation,drift_0,0.2600854766417777,0.9545789536959871,0.4058404338806481,0.006407138637344219,,,,,
standard,692,Lateral orbital gyrus anterior,stimulation,drift_1,0.40607896803988297,0.9559192259145751,-0.297930389126222,-0.003474874750001543,,,,,
standard,692,Lateral orbital gyrus anterior,stimulation,diffusion,0.37850830608412367,1.0,-0.31602969943059595,-0.010587051506399353,,,,,
standard,692,Lateral orbital gyrus anterior,recovery,drift_0,0.8664172529848061,1.0,-0.059983499811403475,-0.0009983759073594611,,,,,
standard,692,Lateral orbital gyrus anterior,recovery,drift_1,0.8546887793326885,1.0,0.06530973433941514,0.0006986865851465632,,,,,
standard,692,Lateral orbital gyrus anterior,recovery,diffusion,0.46866441689957405,1.0,0.259497895371801,0.008799662670831626,,,,,
standard,693,Superior frontal gyrus mid-posterior LH,baseline,drift_0,0.9593492028108017,1.0,-0.01817188632357218,-0.00026915255184670195,,,,,
standard,693,Superior frontal gyrus mid-posterior LH,baseline,drift_1,0.2321458664681802,1.0,-0.43116782347893345,-0.004696500874686121,,,,,
standard,693,Superior frontal gyrus mid-posterior LH,baseline,diffusion,0.6955782817298061,0.9703980388165142,-0.13968224947100918,-0.00558520019476641,,,,,
standard,693,Superior frontal gyrus mid-posterior LH,stimulation,drift_0,0.35148675354187897,0.9547014207609656,-0.3346162890346537,-0.005466791558617554,,,,,
standard,693,Superior frontal gyrus mid-posterior LH,stimulation,drift_1,0.15903675392366481,0.9359404368840963,0.5106138536859565,0.006841133983359107,,,,,
standard,693,Superior frontal gyrus mid-posterior LH,stimulation,diffusion,0.7692081590936906,1.0,0.10468044582971178,0.0031743482382690924,,,,,
standard,693,Superior frontal gyrus mid-posterior LH,recovery,drift_0,0.46507730598348396,1.0,0.2616145788172908,0.003218358565368576,,,,,
standard,693,Superior frontal gyrus mid-posterior LH,recovery,drift_1,0.7773460254290416,1.0,-0.10088220491017143,-0.0010827418364132567,,,,,
standard,693,Superior frontal gyrus mid-posterior LH,recovery,diffusion,0.8311075556756339,1.0,-0.07606645713243694,-0.003090811714606831,,,,,
standard,694,Superior occipital gyrus posterior LH,baseline,drift_0,0.5974760548789895,1.0,0.1886943534953573,0.0026066426677201007,,,,,
standard,694,Superior occipital gyrus posterior LH,baseline,drift_1,0.1352002346206143,0.9818797180958089,-0.5427965648400586,-0.0053808952422712926,,,,,
standard,694,Superior occipital gyrus posterior LH,baseline,diffusion,0.6458903553352019,0.9740673400047817,0.16410209724630506,0.008019760832009767,,,,,
standard,694,Superior occipital gyrus posterior LH,stimulation,drift_0,0.26064255043253204,0.9498148457043161,0.40535619322138317,0.005890470044634492,,,,,
