analysis_type,roi_index,roi_label,comparison,coefficient,p_value,p_value_fdr,cohens_d,mean_difference,change_difference,active_change_mean,sham_change_mean,p_value_active_vs_zero,p_value_sham_vs_zero
baseline_corrected,149,Intraparietal sulcus anterior RH,recovery_minus_baseline,drift_0,0.045609641249000805,1.0,0.7374118183321511,,0.013524502235491662,-0.0007393653890210565,-0.014263867624512719,0.8868733442479848,0.0027761514215652863
baseline_corrected,149,Intraparietal sulcus anterior RH,recovery_minus_baseline,drift_1,0.7648249742937119,1.0,-0.10673137999809282,,-0.0015140221185399494,-0.0043334473542863995,-0.00281942523574645,0.20618289678930846,0.4689336041520885
baseline_corrected,149,Intraparietal sulcus anterior RH,recovery_minus_baseline,diffusion,0.3671573149952422,1.0,-0.3237278132941515,,-0.02241832326596341,0.0020392417529263027,0.024457565018889713,0.9125640966754867,0.15446529471438133
baseline_corrected,150,Cerebrospinal fluid (between Precentral gyrus and skull LH),stimulation_minus_baseline,drift_0,0.9266420824712063,0.9925538623959365,-0.03282651164973932,,-0.0008317060029197204,0.0009369193553099924,0.0017686253582297128,0.8961073342119958,0.7531049283448863
baseline_corrected,150,Cerebrospinal fluid (between Precentral gyrus and skull LH),stimulation_minus_baseline,drift_1,0.46335663527403215,0.9177508598077542,0.2626332951163246,,0.004074678541096894,0.005381946114920156,0.0013072675738232623,0.0978574152564086,0.7782768943558556
baseline_corrected,150,Cerebrospinal fluid (between Precentral gyrus and skull LH),stimulation_minus_baseline,diffusion,0.746584496515397,0.9851836655048538,0.11530704864058362,,0.009597251029078593,-0.0028447453578317617,-0.012441996386910355,0.9046298395678332,0.4979937367946199
baseline_corrected,150,Cerebrospinal fluid (between Precentral gyrus and skull LH),recovery_minus_baseline,drift_0,0.5691006179391465,1.0,0.20354655085039366,,0.005445002128704338,0.004500066641279994,-0.0009449354874243436,0.5993872173055075,0.8318642482734487
baseline_corrected,150,Cerebrospinal fluid (between Precentral gyrus and skull LH),recovery_minus_baseline,drift_1,0.07670815455428742,1.0,0.6481459033704737,,0.010399802405688163,0.008795958952434645,-0.0016038434532535187,0.0592488226491952,0.6699395023319739
baseline_corrected,150,Cerebrospinal fluid (between Precentral gyrus and skull LH),recovery_minus_baseline,diffusion,0.9476881563571031,1.0,-0.023391642307610594,,-0.0020050628110135646,-0.005456997357175928,-0.003451934546162363,0.8271832319529882,0.8484187790894124
baseline_corrected,151,Middle temporal gyrus mid-anterior medial LH,stimulation_minus_baseline,drift_0,0.8753880465904256,0.9894010592810109,-0.05591913681511734,,-0.001112139672514379,-0.00501446335291793,-0.0039023236804035513,0.24232540669307806,0.5039111748414081
baseline_corrected,151,Middle temporal gyrus mid-anterior medial LH,stimulation_minus_baseline,drift_1,0.5823371201056606,0.9405571151233383,0.19657423046554795,,0.0025510540451230013,-0.002445297748533793,-0.004996351793656794,0.5187107534013754,0.0854146722762328
baseline_corrected,151,Middle temporal gyrus mid-anterior medial LH,stimulation_minus_baseline,diffusion,0.9044911981667483,1.0,0.042782953073236415,,0.0023545203049300054,-0.002869772088965803,-0.0052242923938958085,0.8237556159466388,0.7285517343470285
baseline_corrected,151,Middle temporal gyrus mid-anterior medial LH,recovery_minus_baseline,drift_0,0.8918176289355967,1.0,-0.04849478052595474,,-0.001079734068572087,-0.0033301960997552246,-0.0022504620311831376,0.6064455639878552,0.637622932740447
baseline_corrected,151,Middle temporal gyrus mid-anterior medial LH,recovery_minus_baseline,drift_1,0.24623559073577594,1.0,0.4181306529957595,,0.005469707551018287,0.002447412672571,-0.0030222948784472876,0.46141506488041295,0.3746036025779059
baseline_corrected,151,Middle temporal gyrus mid-anterior medial LH,recovery_minus_baseline,diffusion,0.8749655085954613,1.0,-0.056110399023640935,,-0.003640094868389371,-0.009158563642162366,-0.005518468773772996,0.6339354701277481,0.6790637779065304
baseline_corrected,152,Caudate,stimulation_minus_baseline,drift_0,0.7522122695344979,0.9774941167554897,0.11265396142326188,,0.0026146967465818247,0.00036316431476726826,-0.0022515324318145564,0.956482371868802,0.6557196013024711
baseline_corrected,152,Caudate,stimulation_minus_baseline,drift_1,0.8192416504724594,0.9986945834330935,0.08150611798531084,,0.0012222966032526495,-0.004200308403826757,-0.005422605007079406,0.345902211244846,0.09861487193590926
baseline_corrected,152,Caudate,stimulation_minus_baseline,diffusion,0.8300592954207089,0.9941294953342759,-0.07654624206353816,,-0.004000206227132137,-0.0005588113181135453,0.0034413949090185917,0.9692076378027145,0.7741177856289451
baseline_corrected,152,Caudate,recovery_minus_baseline,drift_0,0.8600400149064934,1.0,-0.06287776272250419,,-0.0014305801952141754,-0.001945194136849006,-0.0005146139416348306,0.7609776022628824,0.9198342166715803
baseline_corrected,152,Caudate,recovery_minus_baseline,drift_1,0.6679636378357643,1.0,-0.1531616538165364,,-0.0019339485189780626,-0.0011305973685799815,0.000803351150398081,0.7530213924760673,0.7730530635221348
baseline_corrected,152,Caudate,recovery_minus_baseline,diffusion,0.40334836089397685,1.0,0.29968746957375736,,0.016338059665147307,0.0001619086392131621,-0.016176151025934147,0.9914104525270917,0.21027316340133992
baseline_corrected,153,Central sulcus and postcentral sulcus superior,stimulation_minus_baseline,drift_0,0.6754690355778148,0.9593346635668271,0.14947623761491097,,0.003277944769788786,0.002760650117034249,-0.0005172946527545372,0.6270291138268174,0.9249312620034786
baseline_corrected,153,Central sulcus and postcentral sulcus superior,stimulation_minus_baseline,drift_1,0.32733691821017363,0.9946379947988658,-0.35205000449255425,,-0.006350850946669706,-0.0026170525337935063,0.0037337984128762002,0.5650352181495197,0.4268049066487891
baseline_corrected,153,Central sulcus and postcentral sulcus superior,stimulation_minus_baseline,diffusion,0.06646779994138348,0.8839354174022945,-0.6733572995048775,,-0.04241232117588305,-0.030166158258463926,0.012246162917419125,0.1629367262501556,0.17300901766509702
baseline_corrected,153,Central sulcus and postcentral sulcus superior,recovery_minus_baseline,drift_0,0.3281501516378966,1.0,0.3514490177668869,,0.008765992196943647,0.0054495187023403426,-0.0033164734946033053,0.503924451708363,0.39648496325804117
baseline_corrected,153,Central sulcus and postcentral sulcus superior,recovery_minus_baseline,drift_1,0.7276470670310948,1.0,-0.12428499821742935,,-0.002019350173870244,-0.0015006129599331752,0.000518737213937069,0.7080298901229916,0.9030800051719756
baseline_corrected,153,Central sulcus and postcentral sulcus superior,recovery_minus_baseline,diffusion,0.27955835145021635,1.0,-0.38933998898701566,,-0.03184986961975079,-0.03994462898367154,-0.008094759363920755,0.14729065955852802,0.5230515288475728
baseline_corrected,154,Occipital pole RH,stimulation_minus_baseline,drift_0,0.8993324050365572,0.9891690470004668,0.04510648136749062,,0.0008743675927964318,-0.0030253160928589633,-0.003899683685655395,0.6146270755595551,0.28460123536698134
baseline_corrected,154,Occipital pole RH,stimulation_minus_baseline,drift_1,0.18753746123523657,1.0,-0.47682595327692157,,-0.007349987006506725,-0.00043568580425147526,0.00691430120225525,0.9149714172614118,0.08042165589936426
baseline_corrected,154,Occipital pole RH,stimulation_minus_baseline,diffusion,0.0903681751284193,0.8489634067110217,-0.6186651267269113,,-0.03641386010307171,-0.0204981769060737,0.015915683196998015,0.25831725369053626,0.1809935775109614
baseline_corrected,154,Occipital pole RH,recovery_minus_baseline,drift_0,0.4497185147118917,1.0,0.2707876200482764,,0.005761138457029225,0.0004500182437355803,-0.005311120213293645,0.9432233553374543,0.22940830692087702
baseline_corrected,154,Occipital pole RH,recovery_minus_baseline,drift_1,0.4874354149227065,1.0,0.24857126623547404,,0.004032465358426312,0.001003177736470775,-0.003029287621955537,0.8251274052827442,0.4138591397260002
baseline_corrected,154,Occipital pole RH,recovery_minus_baseline,diffusion,0.3742692697343776,1.0,-0.31888676721342,,-0.02972494985458304,-0.010660130677937397,0.019064819176645643,0.6745995591531941,0.39124013523884826
baseline_corrected,155,Cingulate sulcus mid-anterior LH,stimulation_minus_baseline,drift_0,0.489682182772459,0.9680203767548224,0.2472796435662847,,0.00570797719499065,-0.000841104671469687,-0.006549081866460337,0.8822426287062224,0.28863293588590744
baseline_corrected,155,Cingulate sulcus mid-anterior LH,stimulation_minus_baseline,drift_1,0.8389602872324881,0.9954754740742384,0.07247681725199277,,0.0010480659620412316,0.0013136599720725178,0.0002655940100312862,0.7467318121425237,0.9347987156898636
baseline_corrected,155,Cingulate sulcus mid-anterior LH,stimulation_minus_baseline,diffusion,0.21051778453513467,0.9332043781990386,-0.4523825272509234,,-0.022379537105610834,-0.010282437914869668,0.012097099190741166,0.47995897269103327,0.2549482492818096
baseline_corrected,155,Cingulate sulcus mid-anterior LH,recovery_minus_baseline,drift_0,0.6957339877055498,1.0,0.13960685262326766,,0.0029126553991987037,0.002834335773523298,-7.83196256754061e-05,0.6387902755489315,0.9860504162788684
baseline_corrected,155,Cingulate sulcus mid-anterior LH,recovery_minus_baseline,drift_1,0.24916682480919314,1.0,-0.4154880305675223,,-0.0061059543312945355,-0.0026104974213165435,0.0034954569099779923,0.4976267521919191,0.34572179076147613
baseline_corrected,155,Cingulate sulcus mid-anterior LH,recovery_minus_baseline,diffusion,0.8050916883186627,1.0,0.08801909292030843,,0.005398088666842405,-0.011639965819090199,-0.017038054485932604,0.5500512090491957,0.12153741952218475
baseline_corrected,156,Occipitotemporal sulcus middle RH,stimulation_minus_baseline,drift_0,0.5731644940477907,0.9512486902835294,0.2013974130909022,,0.003320460362773393,-0.0003298742252238881,-0.003650334587997281,0.9389883802611474,0.3761317563427097
baseline_corrected,156,Occipitotemporal sulcus middle RH,stimulation_minus_baseline,drift_1,0.2333025223199042,1.0,-0.43007577838773886,,-0.005946515850389331,-0.001022195473772513,0.004924320376616819,0.7931254936694119,0.1260095720031508
baseline_corrected,156,Occipitotemporal sulcus middle RH,stimulation_minus_baseline,diffusion,0.10108219222660055,0.8484275806560571,-0.5980785284212174,,-0.025714656198789196,-0.02040511708830299,0.0053095391104862055,0.11838037168378576,0.560007137352202
baseline_corrected,156,Occipitotemporal sulcus middle RH,recovery_minus_baseline,drift_0,0.7131700111909194,1.0,0.13120409784828352,,0.002576437194123167,-0.0003118407079610386,-0.002888277902084206,0.9601357845072902,0.38803287804548314
baseline_corrected,156,Occipitotemporal sulcus middle RH,recovery_minus_baseline,drift_1,0.14582502099670294,1.0,-0.5279305393287951,,-0.00760831109347417,-0.0049494585622721,0.00265885253120207,0.1449470710541768,0.511089615403852
baseline_corrected,156,Occipitotemporal sulcus middle RH,recovery_minus_baseline,diffusion,0.020868669336074157,1.0,-0.8622428520329108,,-0.05317961234531004,-0.036229871137016804,0.016949741208293234,0.035650452785320405,0.28043190942414353
baseline_corrected,157,Calcarine cortex posterior LH,stimulation_minus_baseline,drift_0,0.4861748353297516,0.9648120763133055,0.24929742723003942,,0.006687732882109461,0.005711150080095531,-0.0009765828020139302,0.4401544598170022,0.8763743239975208
baseline_corrected,157,Calcarine cortex posterior LH,stimulation_minus_baseline,drift_1,0.9103740612657429,0.9906727297939647,0.040135623666040836,,0.0006370747867099355,0.0034756114033025064,0.002838536616592571,0.48106395574381444,0.3417177954296692
baseline_corrected,157,Calcarine cortex posterior LH,stimulation_minus_baseline,diffusion,0.2439442478923255,0.9150143217646202,-0.4202125632034437,,-0.03453029444939064,-0.038510166924180536,-0.0039798724747899,0.16236969751590613,0.7553313610684507
baseline_corrected,157,Calcarine cortex posterior LH,recovery_minus_baseline,drift_0,0.10634818834730335,1.0,0.5886238393867609,,0.016197216721211383,0.011000949981269425,-0.005196266739941957,0.08301904927969803,0.511006844888094
baseline_corrected,157,Calcarine cortex posterior LH,recovery_minus_baseline,drift_1,0.31145066154531986,1.0,-0.3640010477227909,,-0.005978128711036702,0.0015907371574263994,0.007568865868463101,0.6755980798946764,0.1097724595833578
baseline_corrected,157,Calcarine cortex posterior LH,recovery_minus_baseline,diffusion,0.36736480832301066,1.0,-0.3235857111244989,,-0.03605467940271356,-0.0291596663896954,0.006895013013018164,0.3591866723354534,0.7824547386747196
baseline_corrected,158,Parieto-occipital sulcus middle RH,stimulation_minus_baseline,drift_0,0.7965276584126231,0.9779907940222134,0.09197583209278935,,0.0014483868399226183,0.0016057698669558066,0.00015738302703318828,0.7398796761881481,0.9575572393932277
baseline_corrected,158,Parieto-occipital sulcus middle RH,stimulation_minus_baseline,drift_1,0.24355770013532121,1.0,0.4205651999422869,,0.006122066015833242,0.003439838293062275,-0.0026822277227709665,0.3970270965261983,0.4296915652138882
baseline_corrected,158,Parieto-occipital sulcus middle RH,stimulation_minus_baseline,diffusion,0.5479993969011855,0.9575962157454163,-0.21483284351315393,,-0.01200031810371638,-0.016197780707574123,-0.004197462603857742,0.2218395697768223,0.7850638875048486
baseline_corrected,158,Parieto-occipital sulcus middle RH,recovery_minus_baseline,drift_0,0.23412072372837028,1.0,0.42930571507023213,,0.009106932523048568,0.0005422799676974314,-0.008564652555351136,0.894577618871114,0.19605175101601668
baseline_corrected,158,Parieto-occipital sulcus middle RH,recovery_minus_baseline,drift_1,0.5503618732530743,1.0,0.21355828653499218,,0.003422294453886806,0.007733809021618044,0.004311514567731238,0.06638602822664019,0.31004977556936963
baseline_corrected,158,Parieto-occipital sulcus middle RH,recovery_minus_baseline,diffusion,0.8712695969803933,1.0,-0.05778408624559366,,-0.0038761325513554327,-0.008722423726683987,-0.004846291175328555,0.6021815003059348,0.7813676538032233
baseline_corrected,159,Anterior corona radiata LH,stimulation_minus_baseline,drift_0,0.9324527618983991,0.9915177862761793,0.03021948867846027,,0.0007687939515567963,-0.0027047154795270673,-0.0034735094310838635,0.7174833660445068,0.5147142973061172
baseline_corrected,159,Anterior corona radiata LH,stimulation_minus_baseline,drift_1,0.6088536683239099,0.9333325694067122,-0.18283498894153105,,-0.0048315070416261215,-0.002108041696853627,0.002723465344772495,0.7826960898145954,0.6314363121233828
baseline_corrected,159,Anterior corona radiata LH,stimulation_minus_baseline,diffusion,0.24971300875362723,0.9198061905169579,-0.4149981526746921,,-0.02732225534938807,-0.003820343644031968,0.023501911705356104,0.8416601663919236,0.1075836227072097
baseline_corrected,159,Anterior corona radiata LH,recovery_minus_baseline,drift_0,0.6263479201650874,1.0,0.17392423200097792,,0.0048740246215441384,0.004522603476027318,-0.0003514211455168197,0.5769785257039561,0.9535875885035672
baseline_corrected,159,Anterior corona radiata LH,recovery_minus_baseline,drift_1,0.7186893934155718,1.0,-0.12856023578743325,,-0.002516294343299138,-0.0059405063844733185,-0.0034242120411741806,0.30093071800361165,0.42119700592296805
baseline_corrected,159,Anterior corona radiata LH,recovery_minus_baseline,diffusion,0.1894060839547972,1.0,-0.4747547344553664,,-0.03126219434315608,-0.03178740469545678,-0.0005252103523006989,0.14100845082955415,0.9629497384712575
baseline_corrected,160,Cingulate cortex mid-posterior,stimulation_minus_baseline,drift_0,0.4973950239388446,0.9591949237540054,0.24287093904582613,,0.005140222074004701,-0.002196429905669299,-0.0073366519796739995,0.676711393397641,0.19542907146095548
baseline_corrected,160,Cingulate cortex mid-posterior,stimulation_minus_baseline,drift_1,0.4465957698239711,0.9371189924175131,0.2726752959433868,,0.00381114804692326,0.004715556515164525,0.0009044084682412649,0.19446818765060486,0.8005248488666452
baseline_corrected,160,Cingulate cortex mid-posterior,stimulation_minus_baseline,diffusion,0.4504949641787467,0.9531133126426377,-0.27031947616120194,,-0.013333775395410828,-0.009625931970853424,0.0037078434245574046,0.39311995817345746,0.7884731584819648
baseline_corrected,160,Cingulate cortex mid-posterior,recovery_minus_baseline,drift_0,0.9207304229066555,1.0,0.0354807348518188,,0.0005578981840944314,0.0029131609982608695,0.002355262814166438,0.48815571770361055,0.5400083277864665
baseline_corrected,160,Cingulate cortex mid-posterior,recovery_minus_baseline,drift_1,0.5602998920476269,1.0,0.2082273464003536,,0.0026150646635957563,0.002498813596361931,-0.00011625106723382522,0.4492171807726584,0.9702121993814116
baseline_corrected,160,Cingulate cortex mid-posterior,recovery_minus_baseline,diffusion,0.29576068509110454,1.0,0.37622651765941284,,0.019371674497231303,-0.00962139995684437,-0.028993074454075674,0.46812770214925226,0.0390083813081147
baseline_corrected,161,Superior frontal gyrus mid-posterior lateral RH,stimulation_minus_baseline,drift_0,0.4678309342641567,0.9524033333727563,-0.25998887296843887,,-0.0053640840297138875,-0.006911359114026643,-0.0015472750843127556,0.16376129548782364,0.7846522725236402
baseline_corrected,161,Superior frontal gyrus mid-posterior lateral RH,stimulation_minus_baseline,drift_1,0.9312745920537747,0.9985604002754611,-0.030747945159054352,,-0.0004477815711472202,0.0019918717519873622,0.0024396533231345824,0.6096903162215863,0.49057101560173777
baseline_corrected,161,Superior frontal gyrus mid-posterior lateral RH,stimulation_minus_baseline,diffusion,0.4498716836103931,0.9537652257081626,0.2706952319992227,,0.011930399689885495,0.005167373354930976,-0.006763026334954519,0.5679371590406576,0.6056957183490161
baseline_corrected,161,Superior frontal gyrus mid-posterior lateral RH,recovery_minus_baseline,drift_0,0.8324200540460094,1.0,-0.07546593495641556,,-0.0017552195621643248,-0.002682634970857256,-0.0009274154086929311,0.6182074480809667,0.8851344841147019
baseline_corrected,161,Superior frontal gyrus mid-posterior lateral RH,recovery_minus_baseline,drift_1,0.863686427883059,0.998210950510443,0.06122234519893063,,0.0011146102826186937,0.0014742307385131436,0.00035962045589444996,0.6989016795067351,0.9461869321033768
baseline_corrected,161,Superior frontal gyrus mid-posterior lateral RH,recovery_minus_baseline,diffusion,0.4035743133060641,1.0,0.29954179135564307,,0.016156393836014575,0.012446985761059348,-0.0037094080749552278,0.19572106546582038,0.8273011697436025
baseline_corrected,162,Precentral sulcus superior medial LH,stimulation_minus_baseline,drift_0,0.36332177650545194,0.9688580706812052,0.3263641238387673,,0.006367018462118908,0.0017130214757885816,-0.004653996986330326,0.7250318744925914,0.3641747505777505
baseline_corrected,162,Precentral sulcus superior medial LH,stimulation_minus_baseline,drift_1,0.8999118595930986,0.9908706927132612,0.0448453957380626,,0.0005267294893639063,0.003613350150097662,0.003086620660733756,0.2523248207133344,0.29333318178241347
baseline_corrected,162,Precentral sulcus superior medial LH,stimulation_minus_baseline,diffusion,0.5787472682953029,0.973131695787176,-0.19845735561427802,,-0.008653721997861871,-0.015071391853414806,-0.006417669855552935,0.24357245042984593,0.49326585654318544
baseline_corrected,162,Precentral sulcus superior medial LH,recovery_minus_baseline,drift_0,0.5028561643336529,1.0,-0.23977242975160162,,-0.005057851185332779,-0.009380985146326955,-0.004323133960994176,0.11809899823537605,0.38761151102993063
baseline_corrected,162,Precentral sulcus superior medial LH,recovery_minus_baseline,drift_1,0.1637297071336386,1.0,-0.5047386315886797,,-0.007119803440601824,-0.006262473035338775,0.0008573304052630498,0.05473573247946548,0.8323307467886059
baseline_corrected,162,Precentral sulcus superior medial LH,recovery_minus_baseline,diffusion,0.7572860480834823,1.0,0.11026763394435093,,0.006422817548658126,0.005888291580222614,-0.0005345259684355116,0.6944877896142536,0.9709138333024541
baseline_corrected,163,Cerebellum VIIb,stimulation_minus_baseline,drift_0,0.2249999112544848,0.9762708013753917,0.43800628965391003,,0.01032304028626098,0.012152168035575887,0.0018291277493149066,0.08441070274529533,0.7257707367328432
baseline_corrected,163,Cerebellum VIIb,stimulation_minus_baseline,drift_1,0.8043376699672236,1.0,0.08836699983121514,,0.0019182647376621807,0.005140335056359381,0.0032220703186972,0.44455688889979383,0.43378325000865126
baseline_corrected,163,Cerebellum VIIb,stimulation_minus_baseline,diffusion,0.6945751720482489,0.9783287155122515,-0.14016813780246445,,-0.009197629859058403,-0.029028678949744487,-0.019831049090686084,0.18039878951566174,0.07975161045469358
baseline_corrected,163,Cerebellum VIIb,recovery_minus_baseline,drift_0,0.5545316680668351,1.0,0.21131556122094586,,0.0050800231887402365,0.011216997989054338,0.006136974800314101,0.10477938259294081,0.2803865832750909
baseline_corrected,163,Cerebellum VIIb,recovery_minus_baseline,drift_1,0.525023589414651,1.0,-0.22738184908762982,,-0.004130042668051913,0.0022024233534465314,0.006332466021498444,0.6315276954310958,0.18724885983945172
baseline_corrected,163,Cerebellum VIIb,recovery_minus_baseline,diffusion,0.5745551708145211,1.0,-0.2006637160484831,,-0.016482212315308303,-0.041695697777416774,-0.02521348546210847,0.05255616534118298,0.2535860258791444
baseline_corrected,164,Fusiform gyrus posterior RH,stimulation_minus_baseline,drift_0,0.18314343005508063,1.0,0.4817602581635416,,0.010281505228949987,-0.002233456028798626,-0.012514961257748612,0.7082420003110808,0.01893262066084223
baseline_corrected,164,Fusiform gyrus posterior RH,stimulation_minus_baseline,drift_1,0.18156951919002912,1.0,-0.4835500968069074,,-0.008026177923945468,-0.0040017587311223625,0.004024419192823106,0.40935789909509146,0.26744129795330474
baseline_corrected,164,Fusiform gyrus posterior RH,stimulation_minus_baseline,diffusion,0.7316187724672947,0.9844646820059261,-0.12239542418393616,,-0.007316822972274439,0.0007362095879202401,0.008053032560194679,0.9672690843970195,0.49942176720022946
baseline_corrected,164,Fusiform gyrus posterior RH,recovery_minus_baseline,drift_0,0.25026934384239247,1.0,0.41449997801763167,,0.009103163385982618,-0.0021611827337814256,-0.011264346119764044,0.7176798682537071,0.04273979669168983
baseline_corrected,164,Fusiform gyrus posterior RH,recovery_minus_baseline,drift_1,0.8183000761572475,0.9928190497452861,-0.08193859786653485,,-0.0013859835430636998,-0.0020697254977225556,-0.0006837419546588557,0.6959678658171178,0.8205415641892269
baseline_corrected,164,Fusiform gyrus posterior RH,recovery_minus_baseline,diffusion,0.2600639806420264,1.0,-0.4058591345469585,,-0.036023446173104504,-0.017403478568322986,0.018619967604781518,0.45938236349561024,0.3987587802109701
baseline_corrected,165,Callosal sulcus middle,stimulation_minus_baseline,drift_0,0.7540939045874316,0.9786972855482002,-0.11176836968713436,,-0.00282395953163404,-0.00662123792321177,-0.00379727839157773,0.38710811219375707,0.4553204476251479
baseline_corrected,165,Callosal sulcus middle,stimulation_minus_baseline,drift_1,0.9913882378699105,1.0,0.0038479930742973813,,6.405936246396725e-05,0.00386390831140015,0.003799848948936183,0.30674045254168325,0.423297876559142
baseline_corrected,165,Callosal sulcus middle,stimulation_minus_baseline,diffusion,0.7599134019728042,0.9862500933081768,0.10903395976784214,,0.005591687096406648,0.00859895890369094,0.003007271807284292,0.5833948298453714,0.7599715140418473
baseline_corrected,165,Callosal sulcus middle,recovery_minus_baseline,drift_0,0.7332318754929237,1.0,0.12162900555437688,,0.0031715227305707913,-0.0012705913823765637,-0.004442114112947355,0.8522578123769717,0.4933382606398625
baseline_corrected,165,Callosal sulcus middle,recovery_minus_baseline,drift_1,0.08604620802680267,1.0,-0.6275570416215461,,-0.009334433393206824,-0.001309913920668712,0.008024519472538112,0.6676858905572414,0.08331717874235978
baseline_corrected,165,Callosal sulcus middle,recovery_minus_baseline,diffusion,0.8404938494618158,1.0,-0.0717767062398366,,-0.0038452683764630654,0.0022402916027568845,0.00608555997921995,0.8909550124662375,0.5531711892986164
baseline_corrected,166,Inferior longitudinal fasciculus posterior LH,stimulation_minus_baseline,drift_0,0.8053158834853267,0.978224750520729,-0.0879156653895812,,-0.0019507990480220005,-0.00017094448740393245,0.001779854560618068,0.9771885747937392,0.7365956294604051
baseline_corrected,166,Inferior longitudinal fasciculus posterior LH,stimulation_minus_baseline,drift_1,0.2171001068271038,1.0,-0.4457586170338115,,-0.009846206573511693,-0.010107093402287118,-0.00026088682877542534,0.09957474091493242,0.9612172186173852
baseline_corrected,166,Inferior longitudinal fasciculus posterior LH,stimulation_minus_baseline,diffusion,0.5974740911810359,0.9711324910625091,0.18869536932730172,,0.010937837920484968,-0.008587488712380128,-0.019525326632865096,0.5564822303102053,0.20404186210824957
baseline_corrected,166,Inferior longitudinal fasciculus posterior LH,recovery_minus_baseline,drift_0,0.9374391679683847,1.0,0.02798364277690487,,0.0007700358332020062,0.005256572098666241,0.004486536265464235,0.41463555759491766,0.5556537750696786
baseline_corrected,166,Inferior longitudinal fasciculus posterior LH,recovery_minus_baseline,drift_1,0.09487353848547829,1.0,-0.609770635528617,,-0.012031011313958234,-0.010970856893477458,0.0010601544204807754,0.04808630838523359,0.8268150352489665
baseline_corrected,166,Inferior longitudinal fasciculus posterior LH,recovery_minus_baseline,diffusion,0.5860251592956727,1.0,-0.19464552046190586,,-0.01620288392335151,-0.026838183617436222,-0.01063529969408471,0.16713055459817644,0.649033392965572
baseline_corrected,167,Fornix body,stimulation_minus_baseline,drift_0,0.193590593597199,0.9911838392176588,0.47017326214020116,,0.011083360717191994,0.0007036149002225176,-0.010379745816969476,0.9101213966520227,0.08598062499854443
baseline_corrected,167,Fornix body,stimulation_minus_baseline,drift_1,0.47571638352249435,0.9105300499570733,0.25536392649623896,,0.00484940357482893,-0.00048144429986101247,-0.005330847874689942,0.905693308356432,0.33882574791047293
baseline_corrected,167,Fornix body,stimulation_minus_baseline,diffusion,0.27899577491374195,0.9336329199727835,-0.38980491137461304,,-0.02277851566108543,-0.015255947606704696,0.007522568054380735,0.2703938688179505,0.640512720318801
baseline_corrected,167,Fornix body,recovery_minus_baseline,drift_0,0.037663759923648836,1.0,0.7688933307323556,,0.017972419613614763,0.009027741852552175,-0.008944677761062588,0.13790124266428033,0.15196319935965683
baseline_corrected,167,Fornix body,recovery_minus_baseline,drift_1,0.4850312356812144,1.0,-0.24995712753989577,,-0.004409294515107444,-0.003986585556525775,0.00042270895858166884,0.3723924020290845,0.9261288163401642
baseline_corrected,167,Fornix body,recovery_minus_baseline,diffusion,0.14706066494539655,1.0,-0.5262589014045048,,-0.036470305660959136,-0.03526848003705302,0.0012018256239061153,0.0567527415289964,0.9463404827337352
baseline_corrected,168,Temporal pole LH,stimulation_minus_baseline,drift_0,0.6435829710679921,0.9496094558697751,0.1652549111111809,,0.0037294473742976674,0.0004157125745837681,-0.0033137347997138993,0.9429640605716492,0.5606884984630915
baseline_corrected,168,Temporal pole LH,stimulation_minus_baseline,drift_1,0.6223700705859397,0.9399807555752246,-0.17594023489076083,,-0.0038052476900785,0.0003078811457169501,0.00411312883579545,0.9497235429035014,0.500016174197496
baseline_corrected,168,Temporal pole LH,stimulation_minus_baseline,diffusion,0.9472206705155217,0.9978950273743767,0.023601001877292516,,0.0012854062905623218,0.005967572443597755,0.004682166153035433,0.6471106458300537,0.749698498439767
baseline_corrected,168,Temporal pole LH,recovery_minus_baseline,drift_0,0.24727046072548262,1.0,0.41719504784695516,,0.008982798169322178,0.0043337197388142795,-0.004649078430507899,0.366258380446269,0.45239669549985295
baseline_corrected,168,Temporal pole LH,recovery_minus_baseline,drift_1,0.6498705148542991,1.0,-0.16211772277088093,,-0.0028718923950496753,-0.0012665858387295253,0.00160530655632015,0.7692353205205849,0.7325098838332258
baseline_corrected,168,Temporal pole LH,recovery_minus_baseline,diffusion,0.5885977120939466,1.0,-0.19330367234959206,,-0.009643462026589585,-0.007343849026578116,0.002299613000011469,0.5364516178474095,0.8648437446331081
baseline_corrected,169,Cerebellum VI,stimulation_minus_baseline,drift_0,0.9398307932303771,0.9921512703792847,0.026911681905257334,,0.000548527105975602,-0.0007420051888513933,-0.0012905322948269953,0.8816658561877213,0.8103438266109971
baseline_corrected,169,Cerebellum VI,stimulation_minus_baseline,drift_1,0.5944182623686931,0.9349989257535204,0.19027810706281872,,0.004109517621741456,0.0035435622309003124,-0.0005659553908411437,0.46981796083401195,0.9255510440079714
baseline_corrected,169,Cerebellum VI,stimulation_minus_baseline,diffusion,0.9454369516183043,0.9970416461968523,0.02439990447384475,,0.0014158456777033784,0.017703539686283888,0.01628769400858051,0.20064786258780556,0.3154729418035606
baseline_corrected,169,Cerebellum VI,recovery_minus_baseline,drift_0,0.01791634135903298,1.0,-0.8855652190993667,,-0.01470082385553927,-0.00801244737089572,0.0066883764846435495,0.1340886767627924,0.040059359386157296
