roi_idx,condition,period,free_energy_change
362,sham,stimulation,-0.04533329925007967
363,active,stimulation,-0.0727054375978251
363,sham,stimulation,-0.012842652037489355
364,active,stimulation,-0.056297972284559794
364,sham,stimulation,0.005735861960209032
365,active,stimulation,0.01974119867171975
365,sham,stimulation,-0.06058492390456083
366,active,stimulation,4.032228816175376e-05
366,sham,stimulation,0.056040255019405016
367,active,stimulation,0.01580163966518544
367,sham,stimulation,-0.019786165522436505
368,active,stimulation,0.028681348752123803
368,sham,stimulation,-0.08156166564245249
369,active,stimulation,-0.00905540196900656
369,sham,stimulation,-0.01997735481672347
370,active,stimulation,0.036573563211868
370,sham,stimulation,0.08151002124543183
371,active,stimulation,-0.006763696932792662
371,sham,stimulation,-0.030116396528793388
372,active,stimulation,-0.020641157772581575
372,sham,stimulation,-0.03725043615948653
373,active,stimulation,-0.1101119384539051
373,sham,stimulation,-0.07454171501962614
374,active,stimulation,-0.20911866364807175
374,sham,stimulation,-0.26998864136973477
375,active,stimulation,-0.01972065593605654
375,sham,stimulation,-0.12135774547257405
376,active,stimulation,-0.05875796934116595
376,sham,stimulation,0.00628797113228341
377,active,stimulation,-0.1858909031641689
377,sham,stimulation,-0.10974841435086669
378,active,stimulation,-0.0365563247912144
378,sham,stimulation,-0.05772300831788879
379,active,stimulation,-0.11494593615337445
379,sham,stimulation,-0.0008710381312617699
380,active,stimulation,-0.11586743812956968
380,sham,stimulation,0.058854435263187455
381,active,stimulation,-0.008647483259928812
381,sham,stimulation,0.0014107593782246575
382,active,stimulation,-0.04749119140634672
382,sham,stimulation,0.009989810764508888
383,active,stimulation,-0.39268910511899646
383,sham,stimulation,-0.24617771461393723
384,active,stimulation,-0.044236150688639064
384,sham,stimulation,0.09525400830371522
385,active,stimulation,-0.05763613621880026
385,sham,stimulation,-0.16558406601071685
386,active,stimulation,-0.07946579747866656
386,sham,stimulation,-0.06998371929419278
387,active,stimulation,-0.04658495680908903
387,sham,stimulation,0.028123015501138937
388,active,stimulation,0.00781498200489672
388,sham,stimulation,-0.10514838127995807
389,active,stimulation,-0.0035803736536239583
389,sham,stimulation,0.01886491348229047
390,active,stimulation,-0.06145520609999888
390,sham,stimulation,-0.05305504209401635
391,active,stimulation,-0.010421954737388717
391,sham,stimulation,0.0068328647123951924
392,active,stimulation,0.02106762976775034
392,sham,stimulation,-0.02833956880974542
393,active,stimulation,-0.09978622232400758
393,sham,stimulation,0.07516959227223108
394,active,stimulation,-0.01934929153896281
394,sham,stimulation,-0.01117192041534043
395,active,stimulation,-0.15197946037869903
395,sham,stimulation,-0.098423153405367
396,active,stimulation,0.040080439227831555
396,sham,stimulation,0.002395479770227915
397,active,stimulation,0.0186688583445207
397,sham,stimulation,-0.04033579209443472
398,active,stimulation,-0.009168021609053056
398,sham,stimulation,-0.031219224535751877
399,active,stimulation,-0.016301411416532297
399,sham,stimulation,-0.022641910216563588
400,active,stimulation,-0.06676064503087575
400,sham,stimulation,-0.04921914657433524
401,active,stimulation,-0.038816210174143606
401,sham,stimulation,0.0003548235030281788
402,active,stimulation,-0.021153824752667028
402,sham,stimulation,-0.09099113386454105
403,active,stimulation,-0.2492235237721232
403,sham,stimulation,-0.18964339204224157
404,active,stimulation,-0.21824994882795945
404,sham,stimulation,-0.18640970688517067
405,active,stimulation,-0.06037108572082506
405,sham,stimulation,0.022883151171348537
406,active,stimulation,-0.0732192114922694
406,sham,stimulation,-0.02737811028318138
407,active,stimulation,-0.07380366136619454
407,sham,stimulation,0.06886193395331386
408,active,stimulation,-0.017837209607058924
408,sham,stimulation,0.05868510434934526
409,active,stimulation,-0.17600619472891443
409,sham,stimulation,-0.15363894640380682
410,active,stimulation,0.02150600869698094
410,sham,stimulation,-0.016013776238136046
411,active,stimulation,-0.11918497992499733
411,sham,stimulation,-0.14914109193956238
412,active,stimulation,-0.0636966674868118
412,sham,stimulation,0.046010018047025536
413,active,stimulation,-0.01146568381160673
413,sham,stimulation,0.010508030246628053
414,active,stimulation,0.015503991106509574
414,sham,stimulation,-0.0278832104726483
415,active,stimulation,-0.1294918324028047
415,sham,stimulation,-0.13423668553860857
416,active,stimulation,-0.004484729522875597
416,sham,stimulation,-0.08754907509093979
417,active,stimulation,-0.02939981660354274
417,sham,stimulation,0.07053011070304827
418,active,stimulation,0.00703351139540942
418,sham,stimulation,-0.14211946508172968
419,active,stimulation,-0.34478702553193674
419,sham,stimulation,-0.2618706869445746
420,active,stimulation,-0.0021207210427247603
420,sham,stimulation,-0.005685080515560159
421,active,stimulation,0.02949075441112603
421,sham,stimulation,0.035057974494973276
422,active,stimulation,-0.07403524949478868
422,sham,stimulation,-0.0518505975916459
423,active,stimulation,-0.019883855334835943
423,sham,stimulation,-0.028489569367115664
424,active,stimulation,0.02310706900350956
424,sham,stimulation,0.0030352856422632968
425,active,stimulation,-0.04743066352965153
425,sham,stimulation,-0.016224124746225144
426,active,stimulation,-0.0270615819252793
426,sham,stimulation,0.04573864630886071
427,active,stimulation,-0.03594984313721428
427,sham,stimulation,0.0325551145995151
428,active,stimulation,0.023145179877675393
428,sham,stimulation,0.03729659096625548
429,active,stimulation,-0.08265855169533465
429,sham,stimulation,-0.0197713052039572
430,active,stimulation,-0.1070087680383418
430,sham,stimulation,-0.013869641184119708
431,active,stimulation,-0.06593411289349982
431,sham,stimulation,-0.018238746159882524
432,active,stimulation,0.019337188556299623
432,sham,stimulation,-0.023767163238735733
433,active,stimulation,-0.03376512879782734
433,sham,stimulation,-4.89289118617009e-05
434,active,stimulation,-0.023610617789646238
434,sham,stimulation,5.094652846659997e-05
435,active,stimulation,-0.025886531508745314
435,sham,stimulation,-0.12344984912106804
436,active,stimulation,-0.019338139811017285
436,sham,stimulation,-0.06664148288181959
437,active,stimulation,0.02491220182267151
437,sham,stimulation,-0.0037781698630316995
438,active,stimulation,-0.09974063853969861
438,sham,stimulation,0.020658265098819406
439,active,stimulation,-0.3067832802526289
439,sham,stimulation,-0.15097568353201263
440,active,stimulation,-0.04445594123250274
440,sham,stimulation,-0.0489250234023304
441,active,stimulation,0.03868753298642247
441,sham,stimulation,-0.08164348991974046
442,active,stimulation,0.019196074807868335
442,sham,stimulation,-0.08132594515210245
443,active,stimulation,0.02591569285922679
443,sham,stimulation,-0.002025423388443137
444,active,stimulation,-0.015505150937274337
444,sham,stimulation,0.07557208852783948
445,active,stimulation,0.052724595808176566
445,sham,stimulation,-0.08986817705714234
446,active,stimulation,-0.05989701090043775
446,sham,stimulation,-0.005284910282412625
447,active,stimulation,-0.021339085833056437
447,sham,stimulation,-0.04081561090331842
448,active,stimulation,-0.04962383831667605
448,sham,stimulation,-0.0010363559409700684
449,active,stimulation,-0.1459090992861567
449,sham,stimulation,-0.11695100328392138
450,active,stimulation,-0.01909043651124165
450,sham,stimulation,-0.014892758040437215
451,active,stimulation,0.044041565715551734
451,sham,stimulation,-0.08643855858301386
452,active,stimulation,-0.0018022069219871817
452,sham,stimulation,-0.06443070301848719
453,active,stimulation,-0.027099991983594585
453,sham,stimulation,0.058383363584497694
454,active,stimulation,-0.13670277314119295
454,sham,stimulation,-0.1657869698245409
455,active,stimulation,-0.06319043896489163
455,sham,stimulation,-0.07116143564875665
456,active,stimulation,-0.09058594921140672
456,sham,stimulation,0.04965897431909738
457,active,stimulation,0.0009775553836526285
457,sham,stimulation,0.05131499487646174
458,active,stimulation,0.03745111115345168
458,sham,stimulation,-0.029613954352440075
459,active,stimulation,-0.017094532547150987
459,sham,stimulation,0.014176898054807818
460,active,stimulation,-0.07777091857681828
460,sham,stimulation,-0.05747125275773346
461,active,stimulation,-0.2552458562476039
461,sham,stimulation,-0.27591611472268607
462,active,stimulation,-0.018701342369906726
462,sham,stimulation,0.019661497520948146
463,active,stimulation,0.008744602635849308
463,sham,stimulation,-0.008363974622215942
464,active,stimulation,0.07270882258876288
464,sham,stimulation,0.045256356704370226
465,active,stimulation,-0.13984401630904753
465,sham,stimulation,0.012640994523722249
466,active,stimulation,-0.21770445702410202
466,sham,stimulation,-0.10242273302767302
467,active,stimulation,0.0013386996324902256
467,sham,stimulation,0.0007787602390507686
468,active,stimulation,-0.11415289928196959
468,sham,stimulation,-0.11615674002576437
469,active,stimulation,-0.057283291656216484
469,sham,stimulation,0.08296807876808199
470,active,stimulation,-0.018759425581055922
470,sham,stimulation,-0.06454290215807656
471,active,stimulation,0.0012376912161444764
471,sham,stimulation,0.03506609763807278
472,active,stimulation,-0.0208451724051697
472,sham,stimulation,0.0027198745093679477
473,active,stimulation,-0.05084038366727839
473,sham,stimulation,0.044087342887832115
474,active,stimulation,-0.018425169199006497
474,sham,stimulation,-0.01622883070401926
475,active,stimulation,-0.30248161758570813
475,sham,stimulation,-0.2459389429815273
476,active,stimulation,-0.0008810901965157214
476,sham,stimulation,-0.0007793753327645092
477,active,stimulation,-0.02314884158852193
477,sham,stimulation,-0.01898844105438524
478,active,stimulation,-0.012779872467185704
478,sham,stimulation,-0.07118313166359913
479,active,stimulation,0.0691329796077258
479,sham,stimulation,0.051771691745151394
480,active,stimulation,-0.03547579926305788
480,sham,stimulation,0.001806204777862419
481,active,stimulation,0.08115799053325068
481,sham,stimulation,0.00013256155410523718
482,active,stimulation,-0.06483767624730818
482,sham,stimulation,0.08980329086852468
483,active,stimulation,-0.03227614388984801
483,sham,stimulation,0.054597026202684695
484,active,stimulation,-0.0680223416276009
484,sham,stimulation,-0.04219663364637771
485,active,stimulation,-0.07514140809614922
485,sham,stimulation,-0.04698137849991291
486,active,stimulation,-0.07041486755895132
486,sham,stimulation,-0.08200839283704342
487,active,stimulation,-0.039608494373312375
487,sham,stimulation,-0.03586378693236547
488,active,stimulation,0.012472524565826149
488,sham,stimulation,-0.06495631151505066
489,active,stimulation,-0.02871012830435493
489,sham,stimulation,0.06917357789766498
490,active,stimulation,-0.05661428247511946
490,sham,stimulation,-0.046690976761526226
491,active,stimulation,-0.0920068490113648
491,sham,stimulation,-0.0829370178633555
492,active,stimulation,0.06139865567611125
492,sham,stimulation,-0.028706378889947537
493,active,stimulation,-0.0525878695405666
493,sham,stimulation,-0.10458358480267682
494,active,stimulation,-0.07015995196935165
494,sham,stimulation,-0.09780395766034822
495,active,stimulation,0.043315889329615054
495,sham,stimulation,0.0011607927858205969
496,active,stimulation,-0.0009946105136320327
496,sham,stimulation,0.008096234348438536
497,active,stimulation,-0.11110281047863779
497,sham,stimulation,-0.181403830971123
498,active,stimulation,-0.007414704340098943
498,sham,stimulation,0.021990755625388214
499,active,stimulation,-0.014115787049353123
499,sham,stimulation,-0.10303508947863582
500,active,stimulation,-0.0429180337766506
500,sham,stimulation,-0.027688131413222905
501,active,stimulation,-0.03090881722048966
501,sham,stimulation,0.023899232803818116
502,active,stimulation,-0.0306627852668937
502,sham,stimulation,0.05872781526296578
503,active,stimulation,-0.12301246166916657
503,sham,stimulation,-0.11531827156462926
504,active,stimulation,-0.00859911057343421
504,sham,stimulation,0.09400716882265403
505,active,stimulation,-0.05989038248931022
505,sham,stimulation,-0.1495692391418788
506,active,stimulation,-0.013716957486269443
506,sham,stimulation,-0.009421732139402117
507,active,stimulation,-0.15921909229980935
507,sham,stimulation,-0.019004214023751853
508,active,stimulation,-0.1012793463495214
508,sham,stimulation,-0.12051087993858811
509,active,stimulation,-0.044026625567878064
509,sham,stimulation,-0.04135298303492352
510,active,stimulation,0.0610948689903541
510,sham,stimulation,0.005325436773424563
511,active,stimulation,-0.06010230967340302
511,sham,stimulation,0.023405112743724032
512,active,stimulation,0.04805620004935829
512,sham,stimulation,-0.021230241134669647
513,active,stimulation,-0.1010655217237022
513,sham,stimulation,-0.050075719034864186
514,active,stimulation,-0.0055355550425035815
514,sham,stimulation,0.0025746426013002477
515,active,stimulation,-0.010949015105055526
515,sham,stimulation,-0.03813315003429807
516,active,stimulation,-0.041126586999932435
516,sham,stimulation,-0.07354625576103047
517,active,stimulation,-0.006595531137330468
517,sham,stimulation,0.016263027007071607
518,active,stimulation,-0.3605249097284684
518,sham,stimulation,-0.3631970289591515
519,active,stimulation,-0.018373661352097947
519,sham,stimulation,-0.09235511089135073
520,active,stimulation,-0.05053201211948455
520,sham,stimulation,-0.03118805421657367
521,active,stimulation,-0.11464912706064201
521,sham,stimulation,-0.05789836963796624
522,active,stimulation,-0.10712027599894336
522,sham,stimulation,-0.05446693384771795
523,active,stimulation,-0.1387779349553
523,sham,stimulation,-0.06383973408761179
524,active,stimulation,0.013444477479600536
524,sham,stimulation,-0.05422284356396556
525,active,stimulation,-0.03420156988787859
525,sham,stimulation,-0.13447218270139416
526,active,stimulation,0.017297390890044895
526,sham,stimulation,-0.0030430242615269165
527,active,stimulation,-0.053174432944756767
527,sham,stimulation,-0.00985091168192831
528,active,stimulation,0.030026775989002275
528,sham,stimulation,0.04448008887702981
529,active,stimulation,0.008534317882268994
529,sham,stimulation,0.05399521930574158
530,active,stimulation,0.0012583053711550107
530,sham,stimulation,0.01230446047897793
531,active,stimulation,-0.09203186450249401
531,sham,stimulation,-0.05414742476076917
532,active,stimulation,0.005108281990017005
532,sham,stimulation,-0.05021888715971734
533,active,stimulation,-0.005592812549584991
533,sham,stimulation,-0.05554194658281997
534,active,stimulation,-0.08568107489657129
534,sham,stimulation,0.09577871660158888
535,active,stimulation,0.0164799419649464
535,sham,stimulation,0.04814915916634721
536,active,stimulation,-0.28365501170036644
536,sham,stimulation,-0.06964318362948063
537,active,stimulation,-0.14215309185968517
537,sham,stimulation,-0.034600301728804794
538,active,stimulation,-0.04117603694158367
538,sham,stimulation,-0.04758549024777414
539,active,stimulation,-0.09647303514389538
539,sham,stimulation,0.01139001537057549
540,active,stimulation,-0.25154665836483314
540,sham,stimulation,-0.0860930433585283
541,active,stimulation,-0.026504259158627086
541,sham,stimulation,-0.036162979344031676
542,active,stimulation,-0.18414586108692266
542,sham,stimulation,-0.1598200671130523
543,active,stimulation,-0.036676796157966596
543,sham,stimulation,-0.018009434675768876
544,active,stimulation,-0.048172803097729755
544,sham,stimulation,0.045629027608690365
545,active,stimulation,-0.012092633676849651
545,sham,stimulation,0.022993734801432186
546,active,stimulation,-0.0721451717304995
546,sham,stimulation,-0.09843512470577753
547,active,stimulation,-0.1689744411799916
547,sham,stimulation,-0.14097183039059047
548,active,stimulation,-0.04565075592927581
548,sham,stimulation,-0.07259512837836146
549,active,stimulation,-0.018359192671145497
549,sham,stimulation,-0.03652439640212446
550,active,stimulation,-0.1626858047248203
550,sham,stimulation,-0.1713385421811089
551,active,stimulation,0.007782172423786093
551,sham,stimulation,-0.0017800026299710225
552,active,stimulation,0.03705827014683738
552,sham,stimulation,-0.0104899540435488
553,active,stimulation,-0.3025702131041239
553,sham,stimulation,-0.16586921269674804
554,active,stimulation,-0.07926425394066694
554,sham,stimulation,0.0054786918985021416
555,active,stimulation,-0.03041932019704685
555,sham,stimulation,-0.08218839560730151
556,active,stimulation,-0.009576466044076248
556,sham,stimulation,-0.05360597686987756
557,active,stimulation,-0.025169216981297815
557,sham,stimulation,0.0018127414998776459
558,active,stimulation,-0.033092066628968464
558,sham,stimulation,-0.027759541582788927
559,active,stimulation,-0.1644824908059075
559,sham,stimulation,-0.13805435176245462
560,active,stimulation,-0.031107127684609104
560,sham,stimulation,-0.022274542871703495
561,active,stimulation,0.019580126612894766
561,sham,stimulation,0.05827773446517126
562,active,stimulation,-0.03023488860308987
562,sham,stimulation,-0.04410474359899297
563,active,stimulation,0.037154170056151514
563,sham,stimulation,-0.012678526671976442
564,active,stimulation,-0.3466839871614713
564,sham,stimulation,-0.3188984141613087
565,active,stimulation,-0.029438696350088556
565,sham,stimulation,-0.03966993988656187
566,active,stimulation,-0.09316433432196147
566,sham,stimulation,0.014999976862629882
567,active,stimulation,-0.040148944064442915
567,sham,stimulation,-0.018568222169194737
568,active,stimulation,-0.011508620607928677
568,sham,stimulation,-0.02350751402565665
569,active,stimulation,-0.12753549072094694
569,sham,stimulation,-0.050216697200589966
570,active,stimulation,0.0008506651265971499
570,sham,stimulation,-0.04980629951647586
571,active,stimulation,-0.17374052481062385
571,sham,stimulation,-0.05569009746109188
572,active,stimulation,0.03284366749430312
572,sham,stimulation,-0.08725869021912258
573,active,stimulation,-0.2757685779067107
573,sham,stimulation,-0.21513716189672571
574,active,stimulation,0.06979988758070732
574,sham,stimulation,0.014378957252361158
575,active,stimulation,-0.06163999032969114
575,sham,stimulation,-0.11384708720847936
576,active,stimulation,0.013691864962896538
576,sham,stimulation,-0.00037614694739041
577,active,stimulation,-0.07523946645160295
577,sham,stimulation,-0.034697526214079843
578,active,stimulation,-0.24312350463545185
578,sham,stimulation,-0.1680441655380447
579,active,stimulation,-0.29930143362136485
579,sham,stimulation,-0.19807608614715155
580,active,stimulation,-0.04297833866719314
580,sham,stimulation,0.059869497514804415
581,active,stimulation,-0.0428655766718089
581,sham,stimulation,-0.0912328762754342
582,active,stimulation,-0.16284793797486818
582,sham,stimulation,0.016218630012001967
583,active,stimulation,-0.013818123435823004
583,sham,stimulation,-0.03879573327269048
584,active,stimulation,-0.047266132246735815
584,sham,stimulation,-0.07559657519086116
585,active,stimulation,-0.07215991429788016
585,sham,stimulation,-0.027788425418247442
586,active,stimulation,-0.022221233234893667
586,sham,stimulation,-0.03235359341376309
587,active,stimulation,-0.02043462598273127
587,sham,stimulation,-0.03788616669259692
588,active,stimulation,-0.08969654107504299
588,sham,stimulation,-0.053186348006379
589,active,stimulation,-0.023501961737066424
589,sham,stimulation,-0.057042241847388375
590,active,stimulation,-0.0566412610726541
590,sham,stimulation,-0.03857949183687337
591,active,stimulation,-0.01826371909132085
591,sham,stimulation,-0.07774190489404598
592,active,stimulation,-0.003611267934180873
592,sham,stimulation,-0.03275991049094351
593,active,stimulation,0.04354801608824754
593,sham,stimulation,0.02979698435127265
594,active,stimulation,0.0015520695731074952
594,sham,stimulation,0.009809933117213898
595,active,stimulation,-0.031649870567918015
595,sham,stimulation,-0.02976095017939251
596,active,stimulation,-0.044426218636596904
596,sham,stimulation,-0.011775887258333562
597,active,stimulation,-0.04316212709795364
597,sham,stimulation,-0.07864862656264204
598,active,stimulation,0.047243072507888506
598,sham,stimulation,-0.033162405102722836
599,active,stimulation,0.008268456266669943
599,sham,stimulation,-0.06431234547541687
600,active,stimulation,-0.2700006959889718
600,sham,stimulation,-0.11379263877297063
601,active,stimulation,-0.02237435849284264
601,sham,stimulation,-0.010131124780344614
602,active,stimulation,0.021560888604361672
602,sham,stimulation,-0.06786667711174577
603,active,stimulation,-0.06863040823580313
603,sham,stimulation,0.062292191743743786
604,active,stimulation,-0.10468165725178569
604,sham,stimulation,-0.03188219015380778
605,active,stimulation,0.018738605197413882
605,sham,stimulation,0.04162847886279497
606,active,stimulation,-0.0404513858634723
606,sham,stimulation,-0.18050363319994878
607,active,stimulation,-0.0406988866189395
607,sham,stimulation,-0.010556530368501349
608,active,stimulation,-0.022201514272825573
608,sham,stimulation,-0.10547560296418235
609,active,stimulation,-0.023038441949246646
609,sham,stimulation,-0.034366784530520444
610,active,stimulation,-0.0006575136983411056
610,sham,stimulation,-0.004516515399815013
611,active,stimulation,-0.07943821820886621
611,sham,stimulation,0.04472931065275443
612,active,stimulation,-0.2333057208208702
612,sham,stimulation,-0.22454675837540083
613,active,stimulation,0.0013881898801963999
613,sham,stimulation,-0.05933867746123589
614,active,stimulation,0.049829073624902076
614,sham,stimulation,0.07632001613018868
615,active,stimulation,-0.08230683623493196
615,sham,stimulation,0.002811588280579258
616,active,stimulation,-0.009564135242154492
616,sham,stimulation,-0.0006179323421680039
617,active,stimulation,-0.04990955050042345
617,sham,stimulation,-0.04316566320281989
618,active,stimulation,-0.15829814039605639
618,sham,stimulation,-0.17570101357612344
619,active,stimulation,-0.02367101497332813
619,sham,stimulation,-0.022978408981054077
620,active,stimulation,-0.08389606988114595
620,sham,stimulation,-0.017756871288900467
621,active,stimulation,-0.001294858109121222
621,sham,stimulation,-0.07853871437841242
622,active,stimulation,0.0012303571637328758
622,sham,stimulation,-0.04388109868633894
623,active,stimulation,-0.37527643006939737
623,sham,stimulation,-0.43819083507248413
624,active,stimulation,-0.003697844040426279
624,sham,stimulation,0.05137868724178718
625,active,stimulation,-0.2723413018823062
625,sham,stimulation,-0.1501576027665381
626,active,stimulation,0.008914740427064416
626,sham,stimulation,-0.05538611801196991
627,active,stimulation,-0.20201029138447968
627,sham,stimulation,-0.13283130177295632
628,active,stimulation,-0.07056244899594155
628,sham,stimulation,-0.03539409116431713
629,active,stimulation,-0.30360608348264595
629,sham,stimulation,-0.1268481464298774
630,active,stimulation,-0.05842289110348897
630,sham,stimulation,-0.039496063038003904
631,active,stimulation,0.052513543273601915
631,sham,stimulation,-0.03391736828905767
632,active,stimulation,-0.04621477427828413
632,sham,stimulation,-0.077950339297717
633,active,stimulation,-0.08008303009436535
633,sham,stimulation,0.009314630048048222
634,active,stimulation,-0.021030926676434802
634,sham,stimulation,-0.024617290113212675
635,active,stimulation,-0.038201583235931924
635,sham,stimulation,-0.16479154554105113
636,active,stimulation,-0.05767344595335544
636,sham,stimulation,-0.039986261802280154
637,active,stimulation,-0.05394783472078135
637,sham,stimulation,-0.05813735693444544
638,active,stimulation,-0.017688807915614557
638,sham,stimulation,-0.12466238330279333
639,active,stimulation,-0.0015541293904473008
639,sham,stimulation,0.036885282426494026
640,active,stimulation,0.05710149419194188
640,sham,stimulation,0.06890084783602868
641,active,stimulation,-0.0029419652179525357
641,sham,stimulation,-0.013722801366534476
642,active,stimulation,-0.1977282347260192
642,sham,stimulation,-0.19792102774678355
643,active,stimulation,-0.013615736629817743
643,sham,stimulation,0.14335937479246086
644,active,stimulation,-0.022283910577220567
644,sham,stimulation,-0.022473022877072424
645,active,stimulation,-0.023958193683847107
645,sham,stimulation,0.03029155562630992
646,active,stimulation,-0.04738206375940246
646,sham,stimulation,0.01551005510582737
647,active,stimulation,-0.15393235028510643
647,sham,stimulation,-0.17840653065471557
648,active,stimulation,-0.040082313098070976
648,sham,stimulation,-0.03526241698438737
649,active,stimulation,-0.20606120907350833
649,sham,stimulation,-0.13069781027494543
650,active,stimulation,-0.10660708050769818
650,sham,stimulation,-0.08245925355838324
651,active,stimulation,-0.05577086637793549
651,sham,stimulation,-0.1574233529637552
652,active,stimulation,0.014447647427077825
652,sham,stimulation,0.08148002561688727
653,active,stimulation,-0.06765933173358718
653,sham,stimulation,-0.02894637657372101
654,active,stimulation,0.10957459779963319
654,sham,stimulation,-0.012470766775431574
655,active,stimulation,-0.10030066234346524
655,sham,stimulation,0.03582201419380615
656,active,stimulation,-0.06606541798717469
656,sham,stimulation,-0.04618743637681266
657,active,stimulation,-0.12088015729924795
657,sham,stimulation,-0.03781813998346184
658,active,stimulation,-0.01825852897039759
658,sham,stimulation,0.02113796093842968
659,active,stimulation,-0.14674592253701757
659,sham,stimulation,-0.12904840227960301
660,active,stimulation,-0.06759145667483235
660,sham,stimulation,-0.08668403637750322
661,active,stimulation,-0.01722656634314257
661,sham,stimulation,0.012420031136431753
662,active,stimulation,-0.03136760481465295
662,sham,stimulation,0.0321273963033617
663,active,stimulation,0.02535273591503806
663,sham,stimulation,-0.043765745465422334
664,active,stimulation,-0.016127912043392367
664,sham,stimulation,0.024397182044102905
665,active,stimulation,0.026622522135933746
665,sham,stimulation,-0.013977350960794332
666,active,stimulation,-0.046697447099092404
666,sham,stimulation,-0.1156698211475975
667,active,stimulation,-0.061165491942281935
667,sham,stimulation,-0.13258537974919493
668,active,stimulation,-0.3527928766924391
668,sham,stimulation,-0.3119804245264284
669,active,stimulation,-0.03226569185995665
669,sham,stimulation,0.02191064754833283
670,active,stimulation,-0.0527134061318808
670,sham,stimulation,-0.12259968785711628
671,active,stimulation,-0.03254899365768438
671,sham,stimulation,-0.07944939360080872
672,active,stimulation,-0.044418466416978664
672,sham,stimulation,-0.07722930603255396
673,active,stimulation,-0.1611412920499693
673,sham,stimulation,-0.11247551212237505
674,active,stimulation,-0.04389566666996103
674,sham,stimulation,0.024872976442287698
675,active,stimulation,0.02525337603671929
675,sham,stimulation,0.021603144189866974
676,active,stimulation,-0.04831990449782442
676,sham,stimulation,0.027832089616954825
677,active,stimulation,-0.033428508309726546
677,sham,stimulation,-0.03339532149719737
678,active,stimulation,-0.028902433516639014
678,sham,stimulation,0.03225941517712272
679,active,stimulation,-0.10035466520793213
679,sham,stimulation,-0.05734116437483827
680,active,stimulation,0.001571846588456438
680,sham,stimulation,0.0947123526106659
681,active,stimulation,-0.02982572810886186
681,sham,stimulation,-0.01256617018624695
682,active,stimulation,-0.05746004161203144
682,sham,stimulation,0.020668580739775955
683,active,stimulation,-0.06600237607997528
683,sham,stimulation,-0.06625366975205305
684,active,stimulation,-0.1835679392195373
684,sham,stimulation,-0.0779475382644641
685,active,stimulation,-0.09602535157430081
685,sham,stimulation,-0.016123403352726662
686,active,stimulation,-0.08431151315235219
686,sham,stimulation,-0.043603433759318744
687,active,stimulation,-0.08094978770119088
687,sham,stimulation,-0.10916142646429883
688,active,stimulation,0.0132341373972924
688,sham,stimulation,0.055939263425247354
689,active,stimulation,-0.03313612048877301
689,sham,stimulation,0.024496074830293146
690,active,stimulation,0.012543397352991814
690,sham,stimulation,0.015814460030314947
691,active,stimulation,-0.06938238666802254
691,sham,stimulation,-0.0833732275753829
692,active,stimulation,0.033780740860342995
692,sham,stimulation,0.004032971486080061
693,active,stimulation,0.05256802017028539
693,sham,stimulation,-0.04193304669536957
694,active,stimulation,-0.10617956556833619
694,sham,stimulation,-0.026926589028943404
695,active,stimulation,-0.09569179068790845
695,sham,stimulation,-0.0034816804248487543
696,active,stimulation,0.01566394330187304
696,sham,stimulation,0.031761383264231835
697,active,stimulation,-0.018006601157703805
697,sham,stimulation,0.02661875856140483
698,active,stimulation,-0.0179626831910924
698,sham,stimulation,0.019907155113470854
699,active,stimulation,0.05288042853757258
699,sham,stimulation,-0.0313173101262052
700,active,stimulation,-0.05631312668360344
700,sham,stimulation,-0.03110388060418634
701,active,stimulation,0.019560999039650806
701,sham,stimulation,-0.02981925552171827
702,active,stimulation,-0.07534682843437279
702,sham,stimulation,-0.03265600135393498
703,active,stimulation,-0.024490682701292066
703,sham,stimulation,-0.05271920091154447
704,active,stimulation,0.013925312767725906
704,sham,stimulation,-0.033410062077793956
705,active,stimulation,-0.0658850233554169
705,sham,stimulation,-0.048651579716279425
706,active,stimulation,0.028514853134965712
706,sham,stimulation,0.03666864801902214
707,active,stimulation,-0.005309119390323858
707,sham,stimulation,-0.014488443370653137
708,active,stimulation,-0.06828683207688302
708,sham,stimulation,-0.02774472568965569
709,active,stimulation,-0.09405379052770835
709,sham,stimulation,-0.09030812822891132
710,active,stimulation,-0.01418483189335884
710,sham,stimulation,-0.03725956158624388
711,active,stimulation,-0.023171798759478168
711,sham,stimulation,0.0321440798081678
712,active,stimulation,0.0030823763997727127
712,sham,stimulation,-0.0674957021989977
713,active,stimulation,0.040218961414725474
713,sham,stimulation,-0.011143531568996057
714,active,stimulation,-0.03550332433475312
714,sham,stimulation,0.031078988624344994
715,active,stimulation,0.07362777594599601
715,sham,stimulation,0.01114879405389324
716,active,stimulation,-0.08874818736450685
716,sham,stimulation,-0.07898360771953294
717,active,stimulation,-0.008971643352269076
717,sham,stimulation,-0.026899437590445885
718,active,stimulation,-0.0590871807971447
718,sham,stimulation,-0.10240572335080467
719,active,stimulation,-0.0016005498445830213
719,sham,stimulation,0.07037661051897315
720,active,stimulation,-0.009226417535090903
720,sham,stimulation,-0.06500086314842957
721,active,stimulation,-0.11056076328556008
721,sham,stimulation,-0.02745715953858685
722,active,stimulation,-0.0131466205786821
722,sham,stimulation,-0.027066279046454866
723,active,stimulation,-0.019061339093968677
723,sham,stimulation,0.0012613793604256962
724,active,stimulation,-0.008135164422161001
