roi_idx,condition,period,free_energy_change
205,sham,stimulation,0.013620829893215891
206,active,stimulation,0.002645167209927912
206,sham,stimulation,-0.04228047260524903
207,active,stimulation,0.02970741706196911
207,sham,stimulation,0.02186497097415785
208,active,stimulation,-0.0032525003073642367
208,sham,stimulation,0.025019796978932085
209,active,stimulation,-0.29854693436728486
209,sham,stimulation,-0.33939814978486593
210,active,stimulation,0.008169961873061737
210,sham,stimulation,0.014704842011346031
211,active,stimulation,0.04882569986585583
211,sham,stimulation,-0.09225540564348478
212,active,stimulation,-0.001056810358766036
212,sham,stimulation,-0.04865094309397433
213,active,stimulation,0.022682277130598116
213,sham,stimulation,-0.04335953194691866
214,active,stimulation,-0.002345117642753358
214,sham,stimulation,-0.049032073082953875
215,active,stimulation,-0.17789973432778616
215,sham,stimulation,-0.04904058412232759
216,active,stimulation,-0.017150186330855632
216,sham,stimulation,-0.02114424947319593
217,active,stimulation,-0.04420989020419963
217,sham,stimulation,-0.07496226245647497
218,active,stimulation,-0.03788128709038352
218,sham,stimulation,0.014227935163716676
219,active,stimulation,-0.2607279103759885
219,sham,stimulation,-0.10631960067402035
220,active,stimulation,-0.2135838815618918
220,sham,stimulation,-0.16661683588678056
221,active,stimulation,-0.008751161497042581
221,sham,stimulation,-0.016126613292445136
222,active,stimulation,0.03728331909030391
222,sham,stimulation,-0.06141087121949429
223,active,stimulation,0.038865652403670126
223,sham,stimulation,-0.025005759524073135
224,active,stimulation,-0.05791368963589427
224,sham,stimulation,0.024023971756450102
225,active,stimulation,0.05835974920824949
225,sham,stimulation,-0.0684978044141138
226,active,stimulation,-0.146624263423627
226,sham,stimulation,0.025806880495968354
227,active,stimulation,0.004653405565171909
227,sham,stimulation,-0.05294999339842388
228,active,stimulation,-0.022397087206329935
228,sham,stimulation,-0.04123120461812935
229,active,stimulation,-0.005366692381393534
229,sham,stimulation,-0.021130626943421937
230,active,stimulation,-0.004981363533361538
230,sham,stimulation,0.01900002548155122
231,active,stimulation,0.011978725953993408
231,sham,stimulation,-0.006237456954416132
232,active,stimulation,0.002261465390918538
232,sham,stimulation,-0.03836328939236466
233,active,stimulation,-0.06307893106906448
233,sham,stimulation,0.027727151415293694
234,active,stimulation,0.024804034325279112
234,sham,stimulation,0.045414173146232084
235,active,stimulation,-0.028914414962524226
235,sham,stimulation,0.004212277169214573
236,active,stimulation,0.01311249492058808
236,sham,stimulation,0.015232660437288104
237,active,stimulation,0.04997084874058455
237,sham,stimulation,-0.12183876462144694
238,active,stimulation,-0.08848691334093939
238,sham,stimulation,0.036133575329956535
239,active,stimulation,-0.19863568820810285
239,sham,stimulation,-0.24217277257138603
240,active,stimulation,-0.19294765858536467
240,sham,stimulation,-0.2552554435871919
241,active,stimulation,0.035475854308034904
241,sham,stimulation,-0.0309693174749901
242,active,stimulation,-0.019550203208169137
242,sham,stimulation,0.021178633930716728
243,active,stimulation,-0.09065660590088775
243,sham,stimulation,-0.027887271728808116
244,active,stimulation,-0.06139174554472415
244,sham,stimulation,0.024815595467336138
245,active,stimulation,-0.00476839173818977
245,sham,stimulation,0.004689496337822341
246,active,stimulation,-0.03957504590308503
246,sham,stimulation,-0.05039038144185204
247,active,stimulation,-0.03432666320697475
247,sham,stimulation,-0.13253711599646634
248,active,stimulation,-0.0276852409532653
248,sham,stimulation,0.03674189270272077
249,active,stimulation,-0.06319643056332946
249,sham,stimulation,0.07015299118020257
250,active,stimulation,-0.3211102610895562
250,sham,stimulation,-0.3388654621851943
251,active,stimulation,-0.0029154072501298423
251,sham,stimulation,-0.015749942062637245
252,active,stimulation,0.09447119658787795
252,sham,stimulation,-0.006883054219890994
253,active,stimulation,-0.06852847221870739
253,sham,stimulation,0.0331558527916469
254,active,stimulation,-0.0016097020357106473
254,sham,stimulation,0.007504793082817152
255,active,stimulation,-0.13161965475317405
255,sham,stimulation,-0.19086790570121126
256,active,stimulation,-0.10807047343658072
256,sham,stimulation,0.0610836911667656
257,active,stimulation,-0.05217880766815508
257,sham,stimulation,-0.18965215718122908
258,active,stimulation,-0.05447194244491449
258,sham,stimulation,-0.008631676369611263
259,active,stimulation,-0.11802807644549373
259,sham,stimulation,-0.22388454393857327
260,active,stimulation,-0.2637912641140985
260,sham,stimulation,-0.19145103458593882
261,active,stimulation,-0.05567766447574485
261,sham,stimulation,0.04816403169302852
262,active,stimulation,0.013274290482927054
262,sham,stimulation,-0.018459508797945112
263,active,stimulation,-0.042099578604108956
263,sham,stimulation,-0.013665191464080184
264,active,stimulation,0.02245306595668417
264,sham,stimulation,-0.017877799348353207
265,active,stimulation,0.013578578984765777
265,sham,stimulation,-0.0846475348604443
266,active,stimulation,-0.05437239701081076
266,sham,stimulation,-0.03044764845876502
267,active,stimulation,-0.13633047964614864
267,sham,stimulation,-0.009812393899280902
268,active,stimulation,-0.004977033255642471
268,sham,stimulation,0.014161123295726163
269,active,stimulation,-0.00797496245371132
269,sham,stimulation,-0.03233105705256367
270,active,stimulation,-0.0781380706182686
270,sham,stimulation,0.015094476840406212
271,active,stimulation,-0.022987238092564866
271,sham,stimulation,0.0653490334590483
272,active,stimulation,-0.04439475837556639
272,sham,stimulation,-0.031758243978833534
273,active,stimulation,-0.012056815538439736
273,sham,stimulation,-4.992517104618344e-06
274,active,stimulation,-0.08722776919818331
274,sham,stimulation,-0.0187326828419061
275,active,stimulation,-0.005611688590701824
275,sham,stimulation,0.024068129236598512
276,active,stimulation,-0.07422987422441274
276,sham,stimulation,0.00848618082434438
277,active,stimulation,-0.12104391860537866
277,sham,stimulation,-0.06982667766009731
278,active,stimulation,-0.04754893931097559
278,sham,stimulation,0.09427917010499742
279,active,stimulation,-0.023517293793719585
279,sham,stimulation,-0.0244646846231511
280,active,stimulation,0.022339919611630066
280,sham,stimulation,-0.03416434036645066
281,active,stimulation,-0.11539019070172163
281,sham,stimulation,-0.11054147519642221
282,active,stimulation,-0.0459685537572021
282,sham,stimulation,-0.010490488343624094
283,active,stimulation,-0.0681848853796998
283,sham,stimulation,0.08469568514748094
284,active,stimulation,-0.07344776263667052
284,sham,stimulation,-0.03071351275676326
285,active,stimulation,-0.08461875498254878
285,sham,stimulation,-0.005137615944056151
286,active,stimulation,-0.05939811044223697
286,sham,stimulation,-0.05725744374677255
287,active,stimulation,-0.12776559668088217
287,sham,stimulation,-0.051742053944125566
288,active,stimulation,-0.08297117523643793
288,sham,stimulation,-0.007814173714136174
289,active,stimulation,-0.03268637794461249
289,sham,stimulation,-0.09401469152302422
290,active,stimulation,0.01013540100566157
290,sham,stimulation,0.017946497394559557
291,active,stimulation,-0.017539365860256506
291,sham,stimulation,-0.0008320974449871343
292,active,stimulation,-0.003804992351615688
292,sham,stimulation,0.04247700033756763
293,active,stimulation,-0.033448758399183376
293,sham,stimulation,-0.03455027268811062
294,active,stimulation,-0.04291735114863249
294,sham,stimulation,-0.04402497387685056
295,active,stimulation,0.006148189502323653
295,sham,stimulation,-0.046894673122289454
296,active,stimulation,0.03858272866056511
296,sham,stimulation,0.02077501977342111
297,active,stimulation,-0.054887664812400594
297,sham,stimulation,-0.1028575180041198
298,active,stimulation,0.017531150744085622
298,sham,stimulation,-0.03752618474288205
299,active,stimulation,0.009211724911434072
299,sham,stimulation,-0.02106101287954676
300,active,stimulation,-0.04240000733416949
300,sham,stimulation,0.06841912050516052
301,active,stimulation,-0.16351465155421874
301,sham,stimulation,-0.11925604045896421
302,active,stimulation,-0.02300452511835971
302,sham,stimulation,-0.08156482827682643
303,active,stimulation,-0.015024439594975014
303,sham,stimulation,0.005867018064460439
304,active,stimulation,-0.026158801434595258
304,sham,stimulation,0.009255018754915856
305,active,stimulation,-0.06264453575632833
305,sham,stimulation,0.023818735870274388
306,active,stimulation,0.017939345134022844
306,sham,stimulation,-0.062038377891322494
307,active,stimulation,-0.02411588101475992
307,sham,stimulation,-0.04613536256857653
308,active,stimulation,-0.012181013700880428
308,sham,stimulation,0.06576472021501445
309,active,stimulation,-0.019715948936303462
309,sham,stimulation,-0.047151715992101995
310,active,stimulation,-0.036313600772816645
310,sham,stimulation,0.0291342982767393
311,active,stimulation,-0.004090856528544684
311,sham,stimulation,-0.037354174375923144
312,active,stimulation,-0.0142009231881568
312,sham,stimulation,0.004608319897312363
313,active,stimulation,-0.0584390839833544
313,sham,stimulation,-0.03586920677866523
314,active,stimulation,-0.02728521645393922
314,sham,stimulation,0.02463249413401325
315,active,stimulation,-0.008753362144619636
315,sham,stimulation,-0.02529261050755993
316,active,stimulation,-0.016699622904893907
316,sham,stimulation,-0.06891068556236846
317,active,stimulation,-0.17857081082160375
317,sham,stimulation,-0.07812111033360569
318,active,stimulation,-0.012438013538004444
318,sham,stimulation,-0.004413478958484873
319,active,stimulation,-0.011405843601295373
319,sham,stimulation,-0.009780148328329297
320,active,stimulation,-0.11755187609770168
320,sham,stimulation,-0.15918966409393276
321,active,stimulation,0.04972404339513581
321,sham,stimulation,-0.016510539093898657
322,active,stimulation,-0.10913298455503906
322,sham,stimulation,0.05312540910283525
323,active,stimulation,-0.3158851416341739
323,sham,stimulation,-0.2512075811620207
324,active,stimulation,-0.07578736792024365
324,sham,stimulation,-0.10591960359993147
325,active,stimulation,0.014705531174314945
325,sham,stimulation,-0.13793423424285
326,active,stimulation,-0.01840321286866864
326,sham,stimulation,0.06310018219776836
327,active,stimulation,-0.09354745331479064
327,sham,stimulation,-0.017361791630406298
328,active,stimulation,-0.12896513770440343
328,sham,stimulation,0.0023146164678635728
329,active,stimulation,-0.12421540327673641
329,sham,stimulation,0.040137285089995256
330,active,stimulation,-0.028071266514082538
330,sham,stimulation,-0.02771887848101473
331,active,stimulation,0.010982787020260787
331,sham,stimulation,0.01395507502371185
332,active,stimulation,-0.05019429696541744
332,sham,stimulation,-0.05622846739294296
333,active,stimulation,0.0037159297809488123
333,sham,stimulation,0.019122102783939887
334,active,stimulation,-0.0564919269635773
334,sham,stimulation,-0.008440026948002277
335,active,stimulation,-0.0068152454086645164
335,sham,stimulation,-0.02953977767473326
336,active,stimulation,0.0008212249198864541
336,sham,stimulation,0.041525485902761616
337,active,stimulation,-0.013434779850165057
337,sham,stimulation,0.061395323397751334
338,active,stimulation,-0.011642188335067694
338,sham,stimulation,-0.052022223836346804
339,active,stimulation,-0.03902511898677341
339,sham,stimulation,0.012891078742340412
340,active,stimulation,0.07725591891034389
340,sham,stimulation,0.021735983196459863
341,active,stimulation,-0.10929570959722268
341,sham,stimulation,0.01083535632033783
342,active,stimulation,-0.06327661436465615
342,sham,stimulation,-0.05001843773389414
343,active,stimulation,-0.05685425500230101
343,sham,stimulation,-0.03588239001734461
344,active,stimulation,-0.10801464208838096
344,sham,stimulation,-0.22752454552892898
345,active,stimulation,-0.02613737594862453
345,sham,stimulation,-0.02083628801078241
346,active,stimulation,-0.06918108002673717
346,sham,stimulation,-0.06841910792976558
347,active,stimulation,-0.06535779404330677
347,sham,stimulation,-0.06867052620272496
348,active,stimulation,-0.03707459404360014
348,sham,stimulation,-0.03140910034119759
349,active,stimulation,0.009686843274626433
349,sham,stimulation,0.009108630345696866
350,active,stimulation,0.00042709316596667435
350,sham,stimulation,-0.008671392244651521
351,active,stimulation,-0.02623943543685936
351,sham,stimulation,0.020852047633882265
352,active,stimulation,-0.011338050337839967
352,sham,stimulation,-0.09291174274962088
353,active,stimulation,-0.08185362122056894
353,sham,stimulation,0.019164806405520096
354,active,stimulation,-0.028794320182783828
354,sham,stimulation,0.009228842063308207
355,active,stimulation,-0.0036691022700701126
355,sham,stimulation,0.06095201449791121
356,active,stimulation,0.0020997123027042264
356,sham,stimulation,-0.10807468703435541
357,active,stimulation,0.026998818114449374
357,sham,stimulation,0.054489525358521806
358,active,stimulation,0.030092909390345923
358,sham,stimulation,0.020411655937479622
359,active,stimulation,0.01103193276581349
359,sham,stimulation,-0.015448346427163528
360,active,stimulation,0.011710310349563713
360,sham,stimulation,0.01225326576800878
361,active,stimulation,-0.045813707978495266
361,sham,stimulation,-0.061541197482740895
362,active,stimulation,-0.054470247048111986
